scenario,region,tenor,2025,2030,2035,2040,2045
Delayed transition,GBR,6M,-23.091822030257998,-26.426839467254144,-29.797613482916372,-35.05006511596739,-38.26752176827968
Delayed transition,GBR,1Y,-22.86319767427626,-26.16519622637358,-29.502597343289196,-34.70304622097695,-37.88864791814233
Delayed transition,GBR,5Y,-21.13917544176543,-24.192183498454526,-27.277924554238677,-32.08622839552773,-35.03161661826664
Delayed transition,GBR,10Y,-19.223234235324803,-21.999534056372454,-24.805600133467436,-29.178105166615133,-31.856539236839602
Delayed transition,GBR,20Y,-16.054476746450803,-18.37313136890133,-20.716645578437493,-24.368386982566662,-26.60530804230704
Delayed transition,CHE,1D,-25.26365713280174,-28.911780227929068,-32.19346417672166,-38.15988062248566,-41.81883590155307
Delayed transition,CHE,1M,-25.222979813772124,-28.865229021907563,-32.14162909179704,-38.098438938486645,-41.75150288953218
Delayed transition,CHE,3M,-25.139136294143846,-28.769278328772113,-32.03478734155422,-37.97179620093026,-41.61271702926213
Delayed transition,CHE,6M,-25.01406700137952,-28.626148777628465,-31.87541161162522,-37.78288335840957,-41.405690302967464
Delayed transition,CHE,1Y,-24.76641114506896,-28.342730915670796,-31.55982389222345,-37.408807750013196,-40.99574650264321
Delayed transition,CHE,5Y,-22.898875201851233,-26.205519011857987,-29.18002388264137,-34.58795927677846,-37.90442133387841
Delayed transition,CHE,10Y,-20.823444270250807,-23.83039166361792,-26.535303405454904,-31.453092611442923,-34.46896837877489
Delayed transition,CHE,20Y,-17.390908196052948,-19.9021904503108,-22.16122460288455,-26.26836554935429,-28.787104424618143
Delayed transition,RUS,1D,-29.51507655262277,-33.78098131741495,-40.42090607446925,-45.87159120178507,-49.1866512978818
Delayed transition,RUS,1M,-29.467553971913116,-33.726590151996625,-40.355823886121996,-45.797732799578974,-49.107455277435314
Delayed transition,RUS,3M,-29.369601094890537,-33.61447984448015,-40.221677392048214,-45.64549689655473,-48.94421755053517
Delayed transition,RUS,6M,-29.22348488808338,-33.44724501303651,-40.02157120357943,-45.41840675519381,-48.7007159997132
Delayed transition,RUS,1Y,-28.934153002391312,-33.11609510029038,-39.625331100489845,-44.968734400170604,-48.218546605860496
Delayed transition,RUS,5Y,-26.752344326034684,-30.618942907485806,-36.637343472463975,-41.577822114922085,-44.582578988723824
Delayed transition,RUS,10Y,-24.327655671345262,-27.843806546291685,-33.31673164222554,-37.8094318632073,-40.54185372916013
Delayed transition,RUS,20Y,-20.317485470450304,-23.254034116104684,-27.824802365199602,-31.576925985166895,-33.858935493630455
Delayed transition,IND,1D,-47.42835255506275,-54.2833181788231,-64.9531428616487,-73.7119551731824,-79.03898994128038
Delayed transition,IND,1M,-47.35198759262718,-54.19591595356573,-64.84856102299126,-73.59327066519074,-78.9117283103645
Delayed transition,IND,3M,-47.19458520280358,-54.0157637123724,-64.63299840354105,-73.34863982144894,-78.64941842111506
Delayed transition,IND,6M,-46.95978821835047,-53.74703079782094,-64.31144386383906,-72.9837242412016,-78.25813102670502
Delayed transition,IND,1Y,-46.49485516437182,-53.21489954001109,-63.67471790880788,-72.26113695770663,-77.48332361727361
Delayed transition,IND,5Y,-42.988864220203276,-49.20217694473599,-58.87326227309198,-66.81221382646139,-71.64061629049809
Delayed transition,IND,10Y,-39.092584698588695,-44.74275616388789,-53.53730631504905,-60.75671398370362,-65.14749600849414
Delayed transition,IND,20Y,-32.648563936699404,-37.36736126771331,-44.71221797438842,-50.741578649117,-54.40858426600729
Delayed transition,TUR,1D,-38.032396983708274,-43.52933625879381,-52.08537892573385,-59.10899684607593,-63.38070121976483
Delayed transition,TUR,1M,-37.971160562653516,-43.45924914951906,-52.001515628975056,-59.01382473739866,-63.27865118835865
Delayed transition,TUR,3M,-37.84494091019973,-43.31478658260585,-51.828657777582045,-58.817657321445374,-63.068307094515106
Delayed transition,TUR,6M,-37.656659183295325,-43.099291918798066,-51.570805896860236,-58.52503458702941,-62.75453702414112
Delayed transition,TUR,1Y,-37.28383327796296,-42.67258033903217,-51.060220709161335,-57.94559792223371,-62.13322547959185
Delayed transition,TUR,5Y,-34.47240862948715,-39.45481184176423,-47.209973820969196,-53.57615229536662,-57.4480076185336
Delayed transition,TUR,10Y,-31.34801485355953,-35.87883982676095,-42.931115620101544,-48.72029790558638,-52.24122907944261
Delayed transition,TUR,20Y,-26.180608806661734,-29.964572695570347,-35.854351509464685,-40.68924512026455,-43.62978608046649
Delayed transition,RASIA,1D,-38.44805123775245,-43.94124980170295,-51.602975686808264,-59.17712077659227,-63.789441752386104
Delayed transition,RASIA,1M,-38.38614556677046,-43.87049946546507,-51.51988911332226,-59.081838980752885,-63.686733602918935
Delayed transition,RASIA,3M,-38.25854646575052,-43.72466986443489,-51.348632233048306,-58.88544547915905,-63.47503300535586
Delayed transition,RASIA,6M,-38.06820701682612,-43.507135997228296,-51.093168519312876,-58.592485493023545,-63.15923943976618
Delayed transition,RASIA,1Y,-37.69130651494294,-43.07638649054395,-50.58731225849084,-58.01238101951517,-62.533921072844244
Delayed transition,RASIA,5Y,-34.84915594047396,-39.82816858752143,-46.77272550386852,-53.63789954656437,-57.81848836078055
Delayed transition,RASIA,10Y,-31.690615813875112,-36.21835752444983,-42.533497139580255,-48.776448717922065,-52.578131439116454
Delayed transition,RASIA,20Y,-26.466735432564825,-30.248124303787144,-35.522276450120216,-40.7361400339873,-43.91115346292645
Delayed transition,LAM,1D,-36.59020930461041,-41.49074638346192,-49.25196542036933,-55.81832210000603,-60.683803964259866
Delayed transition,LAM,1M,-36.53129496733057,-41.423941632330866,-49.17266423686654,-55.728448346422994,-60.58609623964941
Delayed transition,LAM,3M,-36.409861561394635,-41.28624461599997,-49.009209749349274,-55.54320182569924,-60.38470244768769
Delayed transition,LAM,6M,-36.22871947354209,-41.08084211709944,-48.765384856935704,-55.26686977956507,-60.084283533507396
Delayed transition,LAM,1Y,-35.87003111855527,-40.67411452930223,-48.28257519849863,-54.719691107655876,-59.489409269819035
Delayed transition,LAM,5Y,-33.16521563253852,-37.607042340397285,-44.64177944144918,-50.59349820280842,-55.00355100794096
Delayed transition,LAM,10Y,-30.15929880168021,-34.19854221839314,-40.59568857114402,-46.007975543621626,-50.01832487331781
Delayed transition,LAM,20Y,-25.18784068141255,-28.561255306289098,-33.90389620150088,-38.42402191401432,-41.773305352512885
Delayed transition,MEA,1D,-42.834333868969146,-49.02531184670022,-58.66163291134011,-66.57204663301226,-71.38309263178289
Delayed transition,MEA,1M,-42.765365791423996,-48.94637560084984,-58.567181108729365,-66.46485817786855,-71.26815785345525
Delayed transition,MEA,3M,-42.62320975702136,-48.78367331770476,-58.372498377540666,-66.2439228370654,-71.03125589992023
Delayed transition,MEA,6M,-42.411155745408465,-48.540970487786424,-58.08209034587465,-65.91435381439787,-70.67786949731598
Delayed transition,MEA,1Y,-41.99125717023194,-48.06038268046844,-57.50703912289194,-65.26175798757126,-69.97811170536643
Delayed transition,MEA,5Y,-38.82486452630133,-44.43634157193488,-53.1706634598637,-60.34063001123819,-64.70134237117499
Delayed transition,MEA,10Y,-35.30598754903532,-40.40887048557777,-48.351560398006896,-54.871679730769536,-58.8371605679417
Delayed transition,MEA,20Y,-29.486149374119194,-33.74787320485923,-40.38129029494694,-45.82663330697592,-49.138444374225344
Delayed transition,AFR,1D,-46.775132760996684,-53.50862531142164,-62.32542348932566,-72.01244317098231,-77.63015480361517
Delayed transition,AFR,1M,-46.69981955562939,-53.42247042849287,-62.22507257331993,-71.89649506776153,-77.50516155514501
Delayed transition,AFR,3M,-46.54458503272772,-53.24488919181771,-62.018230672315696,-71.65750446316505,-77.24752722398668
Delayed transition,AFR,6M,-46.31302185315227,-52.97999144208527,-61.709684819430194,-71.30100242190152,-76.86321435481511
Delayed transition,AFR,1Y,-45.85449221521937,-52.455454382710165,-61.098718004806734,-70.59507520064544,-76.10221754574869
Delayed transition,AFR,5Y,-42.39678847815735,-48.49999850726195,-56.49150821207021,-65.27178311851374,-70.36365390030274
Delayed transition,AFR,10Y,-38.55417151848349,-44.10421940469675,-51.371421636524715,-59.35589963293859,-63.98627062370801
Delayed transition,AFR,20Y,-32.19890277280964,-36.83408089320951,-42.9033576764181,-49.571674503688385,-53.43877524692043
Delayed transition,ROW,1D,-33.140845049361694,-37.87850442293844,-44.335366462183046,-50.96441531631505,-55.02017479834337
Delayed transition,ROW,1M,-33.087484575068615,-37.81751578615172,-44.26398155395708,-50.88235689658261,-54.9315861513564
Delayed transition,ROW,3M,-32.977498713647705,-37.69180686315693,-44.11684398204267,-50.713219232409315,-54.748988474329416
Delayed transition,ROW,6M,-32.81343291627927,-37.50428699086589,-43.89735901600134,-50.460916751171034,-54.476607705637605
Delayed transition,ROW,1Y,-32.48855816372816,-37.13296967131416,-43.46274604257802,-49.96132020225567,-53.937253152477986
Delayed transition,ROW,5Y,-30.0387260197535,-34.33292104362269,-40.185394312041986,-46.19393700322082,-49.87006076232251
Delayed transition,ROW,10Y,-27.316177397704717,-31.221169672517387,-36.54320622993788,-42.00716691675231,-45.35010658315175
Delayed transition,ROW,20Y,-22.81337934422592,-26.074672782342876,-30.519424956139854,-35.082706489108254,-37.874596057845594
Fragmented World,EU27,1D,-28.687769800111745,-32.795878628441045,-38.57293616191987,-44.62125003566232,-49.26519274620857
Fragmented World,EU27,1M,-28.64157927598164,-32.74307358874259,-38.51082941221536,-44.54940482284695,-49.18587026522892
Fragmented World,EU27,3M,-28.54637201530345,-32.63423258132011,-38.38281585055199,-44.40131847756697,-49.02237187965098
Fragmented World,EU27,6M,-28.40435144159849,-32.47187456149414,-38.191858151108256,-44.180418227263345,-48.778481504545056
Fragmented World,EU27,1Y,-28.12312952039603,-32.150381463226985,-37.81373342097212,-43.74300277988216,-48.295542180609026
Fragmented World,EU27,5Y,-26.002476878902424,-29.726049870771295,-34.9623511235019,-40.44451801044201,-44.65376863533567
Fragmented World,EU27,10Y,-23.645752177929506,-27.031840533750753,-31.793551594111705,-36.77884434950358,-40.606591128957
Fragmented World,EU27,20Y,-19.747986933193268,-22.575912562381312,-26.55270328115657,-30.716220493500224,-33.91300158193492
Fragmented World,CHN,1D,-39.18208652252192,-44.65725713327011,-52.55937792377626,-60.9772650919076,-67.18404212479234
Fragmented World,CHN,1M,-39.11899897247544,-44.58535394499262,-52.474751435514285,-60.879084861996354,-67.07586828832663
Fragmented World,CHN,3M,-38.98896379889946,-44.43714810150305,-52.300320504495964,-60.6767171487339,-66.8529018933591
Fragmented World,CHN,6M,-38.79499046302641,-44.216069595842,-52.040122062500615,-60.37484543714207,-66.52030314926488
Fragmented World,CHN,1Y,-38.41089432291649,-43.778301176262666,-51.52489033344258,-59.77709441786447,-65.86170802206863
Fragmented World,CHN,5Y,-35.51448251181456,-40.477154696024265,-47.63960456860481,-55.26954297035857,-60.89534021478083
Fragmented World,CHN,10Y,-32.29564076194365,-36.808523021377084,-43.32180694669793,-50.260208754378056,-55.3761139838841
Fragmented World,CHN,20Y,-26.972028082120097,-30.741006933785236,-36.18064128677779,-41.9753171001868,-46.247916629418064
Fragmented World,USA,1D,-26.635241004469712,-30.45338266995111,-36.08695742492614,-41.457830663977944,-45.81878650426616
Fragmented World,USA,1M,-26.592355281706997,-30.404349311245962,-36.028853379567,-41.3910789108438,-45.74501312354037
Fragmented World,USA,3M,-26.50395983126912,-30.303282439802388,-35.90909013597654,-41.25349113324101,-45.59295246559919
Fragmented World,USA,6M,-26.372100427956077,-30.15252109069165,-35.73043942759229,-41.04825158563985,-45.36612373715005
Fragmented World,USA,1Y,-26.110999139875528,-29.85399113032073,-35.37668437559275,-40.64184666572291,-44.91696901868724
Fragmented World,USA,5Y,-24.142073197339297,-27.602821142154003,-32.70907019296854,-37.577207667266606,-41.52996015367867
Fragmented World,USA,10Y,-21.95396548353032,-25.101049841473287,-29.744495932269107,-34.171411599627746,-37.76590785279929
Fragmented World,USA,20Y,-18.335074318557606,-20.963393363376273,-24.84141390744732,-28.5385968980965,-31.540576471632715
Fragmented World,GBR,1D,-23.312094984771015,-26.651946970151673,-31.451747697063922,-36.27122568492502,-40.06418450303924
Fragmented World,GBR,1M,-23.27455989949181,-26.609034348912143,-31.401106858788317,-36.212824947018184,-39.99967667639622
Fragmented World,GBR,3M,-23.19719310801117,-26.520583455711,-31.296726672993344,-36.09245016490847,-39.8667140486138
Fragmented World,GBR,6M,-23.08178514402267,-26.388641348484512,-31.141022856242024,-35.9128872251384,-39.66837383228507
Fragmented World,GBR,1Y,-22.85326015987259,-26.12737629431837,-30.83270607267285,-35.55732581891703,-39.275630617463584
Fragmented World,GBR,5Y,-21.129987275550583,-24.15721541611098,-28.50773510775981,-32.87609018802294,-36.314012503275904
Fragmented World,GBR,10Y,-19.21487883509514,-21.96773529300527,-25.923947270541802,-29.8963781329613,-33.022705653683104
Fragmented World,GBR,20Y,-16.047498650202673,-18.346574312955653,-21.65064439917844,-24.9682598496734,-27.57924361384067
Fragmented World,CHE,1D,-25.252676256013498,-28.86998949463615,-34.031158116890474,-39.28645242108676,-43.388178117835345
Fragmented World,CHE,1M,-25.212016617426027,-28.82350557637832,-33.976364138790174,-39.22319683024834,-43.31831828898573
Fragmented World,CHE,3M,-25.1282095404772,-28.727693575837872,-33.86342355942165,-39.09281529334822,-43.17432418929798
Fragmented World,CHE,6M,-25.00319460922065,-28.584770912296825,-33.69495021230262,-38.89832528765758,-42.95952833757289
Fragmented World,CHE,1Y,-24.755646396804632,-28.3017627186538,-33.36134785376935,-38.51320606423701,-42.534200509972834
Fragmented World,CHE,5Y,-22.888922180170365,-26.16764006261331,-30.8457021323864,-35.6090793341987,-39.326866681784345
Fragmented World,CHE,10Y,-20.814393336942278,-23.79594585867513,-28.050013534227105,-32.38166383695039,-35.76249092817951
Fragmented World,CHE,20Y,-17.38334921838267,-19.873422691061915,-23.426249948895265,-27.04387111542279,-29.867402746752965
Fragmented World,RUS,1D,-29.502247791635547,-33.7321579548334,-40.02568642238492,-45.92611167579565,-50.766258679568864
Fragmented World,RUS,1M,-29.454745866668674,-33.67784540049998,-39.961240581965846,-45.85216548951685,-50.684519314227025
Fragmented World,RUS,3M,-29.356835564973498,-33.56589712504947,-39.82840571931909,-45.69974864719276,-50.516039280490034
Fragmented World,RUS,6M,-29.210782867738814,-33.398903996673454,-39.630256090113,-45.47238859886272,-50.26471778590321
Fragmented World,RUS,1Y,-28.921576740474,-33.06823269205617,-39.2378902662243,-45.022181787778514,-49.76706373689191
Fragmented World,RUS,5Y,-26.740716389695283,-30.574689611899473,-36.27911800087746,-41.62723924894,-46.01432864044828
Fragmented World,RUS,10Y,-24.31708162863761,-27.803564131487732,-32.9909738013704,-37.85437009389098,-41.843837290310105
Fragmented World,RUS,20Y,-20.308654452699187,-23.220425260030723,-27.552742439332796,-31.614456598939054,-34.94630011452929
Fragmented World,IND,1D,-47.40773776865479,-54.20486296461038,-64.3180566892539,-73.79956518694037,-81.57729187194488
Fragmented World,IND,1M,-47.331405998335434,-54.11758706103957,-64.21449741050178,-73.68073961700898,-81.44594329047845
Fragmented World,IND,3M,-47.17407202363636,-53.937695192335404,-64.00104247719062,-73.43581801837489,-81.17520943605932
Fragmented World,IND,6M,-46.939377093954775,-53.6693506751606,-63.68263197075382,-73.07046871935113,-80.77135602139252
Fragmented World,IND,1Y,-46.4746461236473,-53.13798850209393,-63.05213167058443,-72.3470226079808,-79.97166601737439
Fragmented World,IND,5Y,-42.97017906235827,-49.13106546037139,-58.297622771350646,-66.89162318358376,-73.94132274916187
Fragmented World,IND,10Y,-39.07559306298928,-44.67808984213242,-53.01383968279731,-60.82892610364393,-67.23967880358262
Fragmented World,IND,20Y,-32.634373201921086,-37.313354540947536,-44.27503956974802,-50.80188732486852,-56.155891697310864
Fragmented World,TUR,1D,-38.01586615988319,-43.4664236824205,-51.5761086659385,-59.17925057920156,-65.41614418775465
Fragmented World,TUR,1M,-37.95465635530723,-43.39643786944371,-51.49306535136681,-59.08396535414131,-65.31081686507825
Fragmented World,TUR,3M,-37.82849156436635,-43.25218409303949,-51.3218976357605,-58.887564784285516,-65.09371766442092
Fragmented World,TUR,6M,-37.64029167432482,-43.03700088182116,-51.0665669288689,-58.594594254430824,-64.76987100809858
Fragmented World,TUR,1Y,-37.2676278181886,-42.610906024641885,-50.56097404143833,-58.01446890278568,-64.12860632024314
Fragmented World,TUR,5Y,-34.45742515857616,-39.39778814058643,-46.74837334635197,-53.63982999091367,-59.29292477599329
Fragmented World,TUR,10Y,-31.334389403892697,-35.82698444726776,-42.511352130690675,-48.77820419717465,-53.91893286501919
Fragmented World,TUR,20Y,-26.169229375804353,-29.92126515563921,-35.503781823986266,-40.737606140080295,-45.0309372126457
Fragmented World,RASIA,1D,-38.431339749341625,-43.87764965678082,-51.87173278404088,-59.8182130727226,-66.024163557296
Fragmented World,RASIA,1M,-38.36946098572866,-43.807001723903305,-51.7882134815114,-59.72189904644564,-65.91785725529998
Fragmented World,RASIA,3M,-38.241917345800495,-43.66138319524364,-51.61606466620054,-59.523377925947244,-65.69874019619577
Fragmented World,RASIA,6M,-38.05166062813014,-43.444164184477,-51.35927045387976,-59.22724417286057,-65.3718835024851
Fragmented World,RASIA,1Y,-37.67492394647104,-43.01403814051103,-50.85077960738767,-58.640855167356776,-64.72465849159228
Fragmented World,RASIA,5Y,-34.834008715923495,-39.77052167703116,-47.0163258344458,-54.218982974224424,-59.8440310386475
Fragmented World,RASIA,10Y,-31.676841452318254,-36.16593541998553,-42.75501884592068,-49.30486586791671,-54.42008981907073
Fragmented World,RASIA,20Y,-26.455231636449938,-30.2043434578161,-35.707282523486434,-41.17745291313984,-45.44948346592693
Fragmented World,LAM,1D,-36.57430532927074,-41.43021945063732,-49.63137529108688,-57.31210148012835,-62.93556540114591
Fragmented World,LAM,1M,-36.51541659917339,-41.36351215465076,-49.55146321517555,-57.219822574350374,-62.83423208828963
Fragmented World,LAM,3M,-36.394035974402975,-41.22601601149724,-49.38674956479144,-57.02961858764617,-62.62536528467171
Fragmented World,LAM,6M,-36.212972620161224,-41.02091315491063,-49.14104638041288,-56.74589149456231,-62.31379888662142
Fragmented World,LAM,1Y,-35.854440169468496,-40.61477890359276,-48.65451742369958,-56.184069526570596,-61.69685094199575
Fragmented World,LAM,5Y,-33.15080033452359,-37.5521809767469,-44.98567499205145,-51.94745370595319,-57.04453833834003
Fragmented World,LAM,10Y,-30.14619002877294,-34.148653193779765,-40.908415278007524,-47.239215799555915,-51.87432808553747
Fragmented World,LAM,20Y,-25.176892758329576,-28.51958998734465,-34.16507304520329,-39.45230455450086,-43.32336503795141
Fragmented World,MEA,1D,-42.815715877913895,-48.95445598394495,-58.08806263789785,-66.6511705404939,-73.67552883293709
Fragmented World,MEA,1M,-42.74677777742068,-48.87563382397371,-57.99453434770164,-66.5438546869925,-73.55690297543518
Fragmented World,MEA,3M,-42.60468353129716,-48.71316669304308,-57.801755147352786,-66.32265675448085,-73.31239302126043
Fragmented World,MEA,6M,-42.39272168919725,-48.47081463944333,-57.51418661070022,-65.99269602402939,-72.94765777185707
Fragmented World,MEA,1Y,-41.97300562340538,-47.99092142156159,-56.944758011412766,-65.33932455735938,-72.22542757033317
Fragmented World,MEA,5Y,-38.807989255573816,-44.37211810856125,-52.650781716614695,-60.41234759643897,-66.77919714107206
Fragmented World,MEA,10Y,-35.29064176211599,-40.35046789162437,-47.878797940801526,-54.93689721964011,-60.72668975316249
Fragmented World,MEA,20Y,-29.473333186362417,-33.69909769314881,-39.98645799030534,-45.88110034648223,-50.716503612047184
Fragmented World,AFR,1D,-46.75480189730178,-53.431250642834264,-62.593353651224824,-72.58573682121653,-80.12197450893972
Fragmented World,AFR,1M,-46.67952142690329,-53.345220341792526,-62.492571337634175,-72.46886565097559,-79.99296915151062
Fragmented World,AFR,3M,-46.52435437686039,-53.1678958915561,-62.28484024597674,-72.2279724335799,-79.72706511762179
Fragmented World,AFR,6M,-46.292891846479556,-52.90338118989256,-61.97496798830024,-71.86863226674313,-79.33041634131679
Fragmented World,AFR,1Y,-45.83456150896588,-52.37960262283331,-61.36137469433028,-71.1570851334878,-78.5449925959739
Fragmented World,AFR,5Y,-42.378360666694874,-48.42986642502013,-56.73435901185307,-65.7914141316216,-72.62222906057337
Fragmented World,AFR,10Y,-38.537413904774134,-44.04044371732145,-51.59226174551205,-59.828434084834754,-66.04014067476913
Fragmented World,AFR,20Y,-32.184907483758415,-36.78081798867318,-43.087794506923224,-49.9663163874107,-55.154085406040245
Fragmented World,ROW,1D,-33.12644034404795,-37.823683372712836,-44.69218368379892,-51.5539703830232,-56.899296320905215
Fragmented World,ROW,1M,-33.07310306294462,-37.76278300396023,-44.62022425986122,-51.47096271356781,-56.80768207769254
Fragmented World,ROW,3M,-32.963165007001216,-37.63725601779969,-44.471902504217304,-51.29986846917545,-56.618848084148404
Fragmented World,ROW,6M,-32.79917052101484,-37.450007540498866,-44.25065109251378,-51.04464735921879,-56.33716460846491
Fragmented World,ROW,1Y,-32.47443697563775,-37.07922762351186,-43.81254029317787,-50.53927149006803,-55.77938930777315
Fragmented World,ROW,5Y,-30.02566965394055,-34.28323146855635,-40.508811978166214,-46.72830729752158,-51.5732888028261
Fragmented World,ROW,10Y,-27.30430439069099,-31.175983693377123,-36.837311057672295,-42.49310476064038,-46.89896319153606
Fragmented World,ROW,20Y,-22.803463483415044,-26.036935258964007,-30.765049550840182,-35.48854234999505,-39.16813917855514
Low demand,EU27,1D,-28.768368198322985,-27.21096600051166,-37.191318390275995,-38.48097424620042,-41.17020697519328
Low demand,EU27,1M,-28.722047901739906,-27.167153295989564,-37.13143620000794,-38.41901556548547,-41.103918328429195
Low demand,EU27,3M,-28.626573155901237,-27.076847163746898,-37.00800786906341,-38.29130720154725,-40.967285099182945
Low demand,EU27,6M,-28.484153574855046,-26.942137598333286,-36.82388995360906,-38.100804765239005,-40.763469450392215
Low demand,EU27,1Y,-28.20214155959687,-26.675392564133766,-36.45930901606525,-37.723581524022926,-40.359884062523484
Low demand,EU27,5Y,-26.07553093645263,-24.663907972314682,-33.71005844223147,-34.878997220291716,-37.31650673549119
Low demand,EU27,10Y,-23.712185008481345,-22.428503960166953,-30.654759988471206,-31.717752440532983,-33.93433919863973
Low demand,EU27,20Y,-19.80346897748608,-18.731389883628292,-25.601630057577353,-26.489398858309034,-28.340603506230455
Low demand,CHN,1D,-39.29216874342279,-41.98500505595518,-51.2546215880669,-55.17900136157172,-56.8088465088653
Low demand,CHN,1M,-39.22890394866484,-41.91740449297478,-51.17209590371643,-55.09015698601985,-56.71737789998582
Low demand,CHN,3M,-39.09850344077483,-41.778067160418445,-51.00199512026417,-54.90703220486057,-56.52884408588725
Low demand,CHN,6M,-38.903985136077914,-41.57021780347648,-50.74825595497919,-54.63386515547192,-56.24760838757672
Low demand,CHN,1Y,-38.518809876403544,-41.15864507175842,-50.24581455734064,-54.09295364924274,-55.69071975287857
Low demand,CHN,5Y,-35.61426058531758,-38.055036373856545,-46.45697877760478,-50.01402050777769,-51.49130546418888
Low demand,CHN,10Y,-32.386375487325054,-34.60593248131705,-42.24636799896047,-45.481018591284055,-46.82441038192631
Low demand,CHN,20Y,-27.047806097458146,-28.901491367649857,-35.282477670431106,-37.98392853357068,-39.10587565236542
Low demand,USA,1D,-26.710072815233964,-30.70485439324883,-35.874069237493124,-38.39669975902155,-39.43505598812991
Low demand,USA,1M,-26.66706660487027,-30.65541613688924,-35.81630796597201,-38.33487676967476,-39.37156112889605
Low demand,USA,3M,-26.578422807078656,-30.553514696077606,-35.697251243010285,-38.20744809088199,-39.24068641533409
Low demand,USA,6M,-26.446192944271196,-30.401508420691236,-35.51965445072773,-38.01736286062013,-39.04546073851973
Low demand,USA,1Y,-26.184358091130104,-30.10051332058842,-35.16798630982266,-37.640965749610686,-38.658884776533824
Low demand,USA,5Y,-24.209900443680223,-27.83075408069568,-32.516109213077485,-34.80261117077937,-35.743772997843024
Low demand,USA,10Y,-22.015645232938745,-25.308324163955874,-29.569023898133153,-31.648289611855866,-32.50414959110773
Low demand,USA,20Y,-18.386586779493275,-21.136500591311833,-24.69486667937935,-26.43138628071217,-27.146166320684188
Low demand,GBR,1D,-23.37759040417142,-24.23471039650949,-30.746433758845022,-32.31146564126906,-33.92775932346506
Low demand,GBR,1M,-23.339949863927565,-24.195689797029093,-30.69692855504744,-32.25944056076328,-33.87313182900905
Low demand,GBR,3M,-23.26236571015242,-24.115261084506034,-30.59488912311531,-32.15220719429257,-33.76053440339378
Low demand,GBR,6M,-23.146633507050762,-23.995285656019696,-30.442677006515165,-31.992247290835618,-33.592572938378694
Low demand,GBR,1Y,-22.917466481089765,-23.757716410833368,-30.141274310103647,-31.675502820707113,-33.259984182768896
Low demand,GBR,5Y,-21.18935205505416,-21.966242100481427,-27.868441447127008,-29.28697992610343,-30.75198189013389
Low demand,GBR,10Y,-19.268863110161565,-19.975340018850925,-25.342595750121465,-26.632565528190906,-27.96478759084183
Low demand,GBR,20Y,-16.09258415860975,-16.682605429932313,-21.165122850002742,-22.242454039547507,-23.355072648055902
Low demand,CHE,1D,-25.3236237458659,-25.482209980278764,-33.11574026901323,-34.62352463524519,-36.58074217418586
Low demand,CHE,1M,-25.282849873869388,-25.44118076667367,-33.062420216229754,-34.56777688066975,-36.521843080046885
Low demand,CHE,3M,-25.198807340619567,-25.356611926880507,-32.95251767105767,-34.45287039060398,-36.400441093059186
Low demand,CHE,6M,-25.07344117943884,-25.230460674765563,-32.78857615645268,-34.28146449650181,-36.219345872819694
Low demand,CHE,1Y,-24.825197479379835,-24.980662377544473,-32.46394750231249,-33.9420552574927,-35.86075032269797
Low demand,CHE,5Y,-22.953228693969006,-23.096970606371574,-30.01597114981731,-31.382620714927963,-33.15663466435281
Low demand,CHE,10Y,-20.87287145407669,-21.003585372373085,-27.295484906837103,-28.538268703210793,-30.15149556631494
Low demand,CHE,20Y,-17.432187804034683,-17.541354843047852,-22.796097803076623,-23.834021147062252,-25.181323731185277
Low demand,RUS,1D,-29.585134468857404,-35.08975892049541,-40.00222566623275,-43.05941739458209,-43.92007425703263
Low demand,RUS,1M,-29.53749908705192,-35.033260476474496,-39.93781760026008,-42.99008690733783,-43.849358015794614
Low demand,RUS,3M,-29.439313705992255,-34.916806675849486,-39.80506059777264,-42.84718387914493,-43.703598690900044
Low demand,RUS,6M,-29.29285067314998,-34.74309266016332,-39.607027112486804,-42.634015577656534,-43.48616965453334
Low demand,RUS,1Y,-29.00283202017219,-34.39911299611448,-39.21489127088547,-42.21191054230743,-43.05562772854963
Low demand,RUS,5Y,-26.81584453395493,-31.80521355873708,-36.25785326772953,-39.02887931069735,-39.80897516068747
Low demand,RUS,10Y,-24.38540056183096,-28.922560003743957,-32.97163638930434,-35.49151153026712,-36.200903686629886
Low demand,RUS,20Y,-20.3657116945175,-24.154965878461073,-27.53659260582659,-29.641091586555103,-30.23354755619169
Low demand,IND,1D,-47.54092998797317,-56.38641845248833,-64.28035714231183,-69.19301819748668,-70.57602450710819
Low demand,IND,1M,-47.46438376325519,-56.2956300001169,-64.1768585640549,-69.08160968441805,-70.46238919890135
Low demand,IND,3M,-47.30660775815664,-56.10849811507596,-63.963528745753315,-68.85197601939146,-70.22816569495883
Low demand,IND,6M,-47.07125345217873,-55.829353672911644,-63.64530487324876,-68.50943171534637,-69.87877473288147
Low demand,IND,1Y,-46.60521681844509,-55.27660603733654,-63.01517413610547,-67.8311428958642,-69.18692850917664
Low demand,IND,5Y,-43.0909039436372,-51.10841840655154,-58.26345205663366,-62.71626788690329,-63.96981913330131
Low demand,IND,10Y,-39.18537609011112,-46.47622614858603,-52.98276601794209,-57.03200256209402,-58.17193866328567
Low demand,IND,20Y,-32.72605959737913,-38.815086100034506,-44.24908808709228,-47.6308485725108,-48.58287763302086
