region,index,2025,2030,2035,2040,2045
EU27,Basic Materials,1.452652617114361,4.25911533506962,4.633380251815885,4.741819851182527,4.6343145858049795
EU27,Consumer Goods,1.3525621364917608,3.897632037662201,4.2435010692851565,4.347161564579426,4.252474544172983
EU27,Consumer Services,0.2801948294422977,0.7879363930321771,0.8588380530020481,0.8811763853277339,0.8633152563410367
EU27,Financials,-0.433021961891202,-0.6965050216206587,-0.7861987930656678,-0.8448602209217362,-0.8675385007609164
EU27,Government,0.2097605200632074,0.48608975182025715,0.5350690205306596,0.5554055621180384,0.5489735220270984
EU27,Health Care,2.2347703089021502,6.515774872040993,7.090164085304983,7.258533090575148,7.0962254530125755
EU27,Industrials,1.0075248945106712,2.8627627254737456,3.1191271559950993,3.198160577314415,3.13112412995608
EU27,Oil & Gas,0.9777045683820347,2.877371787384922,3.1297464719132027,3.2021348431362084,3.128535877939232
EU27,Technology,0.06311926275510732,0.12125345462798884,0.13512002855549093,0.14275942933855545,0.1440410277591861
EU27,Telecommunications,0.1177918875380059,0.22628073693682482,0.2521582558638596,0.2664147506107612,0.2688064435812181
EU27,UK Real Estate,-0.4585660154105678,-0.9142453487704745,-1.015727027116961,-1.0681350249559625,-1.0709013881981284
EU27,Utilities,0.8801799286029587,3.340213200215416,3.5982138651780455,3.618254530293531,3.4561339830405418
EU27,FTSE,-1.0128065804585349,-2.9052199338596996,-3.163891134138117,-3.2414792641634307,-3.1703864391807577
CHN,Basic Materials,2.1593387827347614,8.32215343894921,9.083736686575474,9.361523513280428,9.327326725897176
CHN,Consumer Goods,2.2999200482492763,8.861316514181311,9.672400924276115,9.968361856881664,9.932071107070831
CHN,Consumer Services,0.5454745370039024,2.0919236250502644,2.2837477770447303,2.354075210211024,2.345908433646268
CHN,Financials,-0.22162598615457804,-0.6509993470012267,-0.7175819345666388,-0.7487178009419997,-0.7543814563821994
CHN,Government,0.33884486947918624,1.6602549567164884,1.8035217425336403,1.8448293382065737,1.8253054124500254
CHN,Health Care,3.6939758303056927,14.203693894260498,15.504730449776908,15.980381060140619,15.923397739204578
CHN,Industrials,1.7959722430114222,7.114907336820548,7.761924616082604,7.991956012446444,7.956060281315137
CHN,Oil & Gas,1.458326810385451,5.671253398755647,6.188885885926176,6.37603391000307,6.350846788642006
CHN,Technology,0.08856776219993859,0.29975538894207643,0.3288382551581352,0.3408994304973739,0.34147202393589327
CHN,Telecommunications,0.1652833608818389,0.5593974251595526,0.6136712800348247,0.6361796007458557,0.6372481630035733
CHN,UK Real Estate,-0.44743965527189855,-2.057056880860541,-2.2389272115446115,-2.2954756536341363,-2.276249940466456
CHN,Utilities,1.2267266659324947,12.241849395783088,13.153093882602475,13.240925601755805,12.908055563182534
CHN,FTSE,-1.8576711478210424,-7.476307378995855,-8.151964776136948,-8.388144785510454,-8.345625032199187
USA,Basic Materials,0.8610549440612545,2.9716769858932706,3.19133854117206,3.22440240952521,3.088352462502214
USA,Consumer Goods,0.7497858663578427,2.4940954433361244,2.68373775734302,2.716752911667493,2.6070515224367545
USA,Consumer Services,0.14319981899842932,0.46152538620756717,0.49741792096590653,0.5044459618552908,0.48502023486950185
USA,Financials,-0.2519950394258695,-0.4736298727134479,-0.5276434479557403,-0.5574779762405998,-0.5609704129543447
USA,Government,0.2928529966100919,0.9038006571096772,0.9782941061920211,0.9931404750676138,0.9536214411492221
USA,Health Care,1.2217642031900489,4.150331890513103,4.460980224782916,4.511041507924226,4.324479419108561
USA,Industrials,0.5258275147591596,1.7524026131509935,1.8854191886307867,1.908835555860274,1.8324730830773426
USA,Oil & Gas,0.5770899778525137,1.9936752031387939,2.140984567511531,2.163039072149494,2.071620789533454
USA,Technology,0.038533315531933614,0.09099143671351773,0.09989309867444648,0.10346805632385762,0.10180917132547523
USA,Telecommunications,0.07191009165006054,0.1698063730855761,0.18641847403281386,0.19308998746646047,0.18999420993930402
USA,UK Real Estate,-0.5668209778037286,-1.43273159217509,-1.5664128047440231,-1.6128297696865268,-1.5751143213067225
USA,Utilities,0.2481693675921705,1.2656370808608846,1.3437154986023494,1.3290735043342283,1.2364997228371213
USA,FTSE,-0.47933438504843556,-1.5165013246089647,-1.6358384731782643,-1.6608495271334425,-1.5990442637457356
GBR,Basic Materials,1.2307889773159455,3.838582210487793,4.163191587846945,4.258131597543882,4.164807111266186
GBR,Consumer Goods,0.9880282328986538,2.962866642361224,3.2189100215497906,3.298983181092973,3.2323847033069333
GBR,Consumer Services,0.17806040223476036,0.5046467745664945,0.549713944350862,0.5653019140901218,0.5558067072812057
GBR,Financials,-0.243199248632221,-0.383589907018864,-0.4337268764367679,-0.46740700863818574,-0.48146467655562586
GBR,Government,0.29186676369942394,0.5804293704915154,0.6452233086453917,0.6799968721837324,0.6840505763077868
GBR,Health Care,1.6406844606738282,4.977149007277504,5.404853690208539,5.536977060386589,5.424448867982513
GBR,Industrials,0.696759882708956,1.998578889647331,2.176145812433513,2.2360092889126433,2.1961863974477596
GBR,Oil & Gas,0.9092447709356283,2.8492581889136783,3.089690679994242,3.158673487211207,3.087137073559254
GBR,Technology,0.045971156712344224,0.0798103573382377,0.08959073945018936,0.0956721501183313,0.0976645343518058
GBR,Telecommunications,0.08579043995589662,0.14894046960637344,0.1671924202712521,0.17854142547547155,0.18225957250884975
GBR,UK Real Estate,-0.2646873673296384,-0.45963096779186496,-0.515692295183909,-0.5501809812510919,-0.5606302413165277
GBR,Utilities,2.8540060698054845,9.262790899590106,10.030692296829466,10.21771777316966,9.927104304555879
GBR,FTSE,-0.8701364120285799,-2.566726808841653,-2.7909880415756856,-2.861633533446904,-2.8029966589128086
CHE,Basic Materials,1.017701031497078,1.8538194302377329,2.068368223021718,2.197954321936088,2.233190715878438
CHE,Consumer Goods,0.9157594797772445,1.653677966170524,1.8468953606762906,1.9642670822412018,1.9977689036818023
CHE,Consumer Services,0.2014493660581342,0.36219017767325007,0.4047671903713563,0.43069728337584173,0.43833036816532667
CHE,Financials,-0.18113713644533155,-0.28296602408752713,-0.320475864745246,-0.3459635871749615,-0.3576475323230934
CHE,Government,0.2607080113693038,0.4725109028303507,0.5288047761082539,0.5623146876931624,0.5720657609876224
CHE,Health Care,1.5667520019469698,2.8409332158312197,3.170953442927628,3.3711145273740666,3.4267704129864582
CHE,Industrials,1.127122247418907,2.2402254822205694,2.4894650524040416,2.623877556071166,2.644518348142993
CHE,Oil & Gas,0.7079753902286716,1.2893340717886743,1.4387714585386697,1.5291998587341438,1.554317308112196
CHE,Technology,0.05955871423303626,0.0973842905512513,0.10995034470600709,0.11828538999626104,0.12192304676676874
CHE,Telecommunications,0.11114726412545708,0.18173658721407196,0.2051871025272236,0.22074179493963353,0.22753031620097922
CHE,UK Real Estate,-1.023857278902851,-1.5912282734192944,-1.8015270090353617,-1.9447074929562542,-2.0071428848325894
CHE,Utilities,2.236598264230951,4.1662830126380035,4.652712848756214,4.948477235372418,5.049431869469153
CHE,FTSE,-0.9087029083947782,-1.6890770689504562,-1.884375733953592,-1.999731374920486,-2.0308265701266905
RUS,Basic Materials,1.320864679966676,7.402622687120168,8.314917096450795,8.085189738796302,7.861825333347918
RUS,Consumer Goods,1.162901663243105,6.556634568576336,7.365024027752726,7.159305466476827,6.960234209884045
RUS,Consumer Services,0.2616304682184626,1.4610653107532423,1.6413965202474454,1.5961423351723059,1.5522096680493158
RUS,Financials,-0.12105392954196065,-0.3925454555106819,-0.44453276699451183,-0.4444580553097711,-0.44138307751204814
RUS,Government,0.2578158687740864,1.4906948388822392,1.6776353208484038,1.6269529617244225,1.5806305422081874
RUS,Health Care,2.1076023323600244,11.958403349616813,13.430622902489496,13.053096602131426,12.687702120587446
RUS,Industrials,0.9306065760226511,5.211131963836921,5.853633238858913,5.692124733728493,5.535035710129022
RUS,Oil & Gas,0.8915155383302618,5.088297299110618,5.715147068817602,5.552746362237178,5.3964250483442475
RUS,Technology,0.05254191178265435,0.21403005778634726,0.2415296706036289,0.23827112407659387,0.23429698407692276
RUS,Telecommunications,0.0980526497552201,0.3994185514228359,0.45073777092765877,0.4446567375109811,0.43724027807421934
RUS,UK Real Estate,-0.3862292177131876,-1.7543564264894762,-1.9791365394548892,-1.9400248067348431,-1.8999282254192162
RUS,Utilities,0.8403337120056114,10.721672336704717,12.026214967534722,11.399986892340198,10.893902601515439
RUS,FTSE,-0.9447407425293342,-5.808288522625505,-6.523161549652494,-6.3175051323108296,-6.1266129519588075
IND,Basic Materials,2.9528809288598517,16.266467796418056,17.609398806684922,17.934406578203337,17.6838932264178
IND,Consumer Goods,2.987253595485278,16.45568888716272,17.81432595441499,18.14313062084807,17.88961876152318
IND,Consumer Services,0.6834114296828878,3.759873621222673,4.070477730405179,4.145806988875351,4.088029104834625
IND,Financials,-0.4594308372926841,-1.3722596120065802,-1.5111435983740504,-1.5746873489559778,-1.5850766253241892
IND,Government,0.14847578731118746,0.9751003845453232,1.0534476893458784,1.0689330501936123,1.0499207507433233
IND,Health Care,5.104606863597397,28.122144884108337,30.443861768397873,31.005710713708574,30.57256160503212
IND,Industrials,2.2428811040102676,12.302708333560656,13.32031614542748,13.568265000700205,13.380505486207937
IND,Oil & Gas,2.012193295005687,11.09804777649629,12.01393016849409,12.235183015222884,12.063859636541277
IND,Technology,0.057971923310300835,0.2783191007689943,0.3024968615507756,0.3095570539970087,0.30646080819134336
IND,Telecommunications,0.10818602709956905,0.519393459088012,0.5645135057206535,0.5776890936208161,0.5719109425174675
IND,UK Real Estate,-0.38416130584373037,-1.6363395438129067,-1.7840387436825904,-1.833458322195174,-1.8224577613772945
IND,Utilities,0.7767688704422996,7.078140005793825,7.599870301275155,7.65010533507325,7.4622547909480055
IND,FTSE,-2.2808109826468574,-12.515462841939595,-13.54984865449785,-13.801281867566232,-13.609697433149577
TUR,Basic Materials,1.5686877183407688,7.6454960391506654,8.214136704013121,8.37078845591103,8.390081759537873
TUR,Consumer Goods,1.431141756475623,6.967993954496752,7.486053477805191,7.630231391887188,7.649860393533018
TUR,Consumer Services,0.33265888068344296,1.6064168743240654,1.7261514077122033,1.7601069831932334,1.7653517114152097
TUR,Financials,-0.1456437087824253,-0.3877253939941947,-0.42516071080909584,-0.4462486983991248,-0.458124492893648
TUR,Government,0.46848388518420964,2.4281100528970763,2.6004684052281917,2.659898447737132,2.686978107813218
TUR,Health Care,2.624587333047597,12.75183978528922,13.701375132556738,13.964796475661807,13.999072050189442
TUR,Industrials,1.2324028224229437,6.253837329270919,6.711964149218986,6.8369638260352295,6.854999927019704
TUR,Oil & Gas,1.0642310873435976,5.244048692183449,5.632573216267719,5.738477940801711,5.751415478043074
TUR,Technology,0.1004532544280937,0.3827424807817379,0.4136373416313115,0.4274000456396091,0.4344329473687206
TUR,Telecommunications,0.18746382533536912,0.7142662522402776,0.7719216147373762,0.7976052937285899,0.8107299522461566
TUR,UK Real Estate,-0.24422113319046815,-1.0410276927372966,-1.1210166386936624,-1.1540467468536095,-1.1708844044515923
TUR,Utilities,1.0170453395002244,9.250981284983897,9.816897002446069,9.89667929592443,9.904417599191094
TUR,FTSE,-1.2327282840368041,-6.333439758690919,-6.794877014427949,-6.918281471503606,-6.936499547542385
