region,2025,2030,2035,2040,2045
EU27,0.0,8.881397260776028,2.6676760901488716,2.4904650229166254,2.1130057728970364
CHN,0.0,5.919923999052399,1.766503649703354,1.9437127609841038,1.842230501061621
USA,0.0,1.253034342218013,0.37636980496674005,0.35136793346575645,0.2981139927653183
GBR,0.0,4.488892258934861,1.348313806803926,1.258746662745457,1.0679688092471844
CHE,0.0,5.852083466402808,1.7577710671523574,1.6410040848675438,1.3922906255523109
RUS,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0,0.0
TUR,0.0,0.0,0.0,0.0,0.0
RASIA,0.0,2.649387828269703,0.7905765798458265,0.8698842977423504,0.824467183558627
LAM,0.0,4.423969225681827,0.4765164330850802,1.1661004582308032,1.1808808854797834
MEA,0.0,0.0,0.0,0.0,0.0
AFR,0.0,5.190634583279352,0.9465439296585422,0.936458877773307,1.233553203737105
ROW,0.0,2.7933316440813005,0.7493621325841686,0.7784179021914374,0.7659804786789868
