model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2045,105.083768048
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2050,133.50225224
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2055,154.481177648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2060,175.460102944
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2070,217.417953648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2080,259.375804352
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2090,301.3336550560001
REMIND-MAgPIE 3.3-4.8,Below 2?C,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2100,343.29150576
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2020,11.200010192
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2025,18.677705872
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2030,33.522147568
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2035,50.97043481600002
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2040,72.47895592000002
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2045,99.50409896
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2050,133.50225224
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2055,154.481177648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2060,175.460102944
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2070,217.417953648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2080,259.375804352
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2090,301.3336550560001
REMIND-MAgPIE 3.3-4.8,Below 2?C,Latin America (R5),Price|Carbon,US$2010/t CO2,2100,343.29150576
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2020,2.167211401451681
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2025,13.73804286212859
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2030,25.349045936741
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2035,40.85301638572348
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2040,62.66931908993245
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2045,92.70401067070873
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2050,133.50225224
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2055,154.481177648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2060,175.460102944
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2070,217.417953648
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2080,259.375804352
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2090,301.3336550560001
REMIND-MAgPIE 3.3-4.8,Below 2?C,Middle East & Africa (R5),Price|Carbon,US$2010/t CO2,2100,343.29150576
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2020,11.170512416
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2025,10.693263392
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2030,10.295612768
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2035,10.155810896
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2040,10.251047408
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2045,10.589696432
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2050,11.127344144
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2055,11.920534752
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2060,12.847874928
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2070,15.459263456
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2080,18.829933248
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2090,23.0182092
REMIND-MAgPIE 3.3-4.8,Current Policies,World,Price|Carbon,US$2010/t CO2,2100,28.000025424
REMIND-MAgPIE 3.3-4.8,Current Policies,OECD & EU (R5),Price|Carbon,US$2010/t CO2,2020,23.32083148872387
