model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2080,49379.8059606782
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2090,50764.126842601
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,2100,52874.5447095854
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2020,14808.68778448484
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2025,12759.72292921164
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2030,11584.71525992403
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2035,11545.73187695658
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2040,11216.23235109086
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2045,11120.310922778
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2050,10966.77911260713
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2055,10570.42121200647
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Current Policies,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,2060,10472.48066619371
