scenario,region,tenor,2025,2030,2035,2040,2045
Fragmented World,LAM,1D,-36.46930698610747,-41.32094350124769,-49.48861765348641,-57.13818050333251,-62.75488855619501
Fragmented World,LAM,6M,-36.10901159911373,-40.912716787880214,-48.99969910463544,-56.573688755123285,-62.13490702304671
Fragmented World,LAM,1Y,-35.751508431491565,-40.50765375236763,-48.51456957971457,-56.013571708482125,-61.51973022653774
Fragmented World,LAM,5Y,-33.05563026694952,-37.453133704434606,-44.85628005487586,-51.789812445952826,-56.88077358715431
Fragmented World,LAM,10Y,-30.059645664438204,-34.05858303369834,-40.79074800224061,-47.095862295797595,-51.725406090911655
Fragmented World,LAM,20Y,-25.10461436501972,-28.44436699037783,-34.066802040465355,-39.33258143900238,-43.198991341491855
Fragmented World,ROW,1D,-40.66989725072609,-46.484411997039004,-55.09748313595826,-63.30636798659449,-69.95035567212531
Fragmented World,ROW,6M,-40.268102492889646,-46.02517324001986,-54.55315228216898,-62.680938159765404,-69.2592871394318
Fragmented World,ROW,1Y,-39.86942156650019,-45.569493494300374,-54.01303988692611,-62.06035529279501,-68.57357425383712
Fragmented World,ROW,5Y,-36.8630280533422,-42.13328037014829,-49.94013272244294,-57.3806322808788,-63.40271546756327
Fragmented World,ROW,10Y,-33.52196138609491,-38.314546368622764,-45.413827597551496,-52.17996028014671,-57.65623422475517
Fragmented World,ROW,20Y,-27.99620204281349,-31.998777427136314,-37.92781330169841,-43.57861682863625,-48.15218190226732
Low demand,EU27,1D,-28.404340672245567,-26.77920733658106,-36.69911473772212,-37.95115366333355,-40.6297965202821
Low demand,EU27,6M,-28.123722427464905,-26.514644457050764,-36.336548984778354,-37.57621849932842,-40.228397934168896
Low demand,EU27,1Y,-27.845278919656675,-26.252131888526073,-35.97679304610195,-37.204189010127386,-39.830110109248665
Low demand,EU27,5Y,-25.745577879938796,-24.272563690261865,-33.263927070416244,-34.39877001713322,-36.82668091574795
Low demand,EU27,10Y,-23.412137123004452,-22.072629019761614,-30.249063565554593,-31.28105044910849,-33.48890855763039
Low demand,EU27,20Y,-19.552880978544753,-18.434177360207904,-25.262808623676065,-26.124682813099025,-27.968597641832265
Low demand,USA,1D,-26.479152260085225,-30.430968647740865,-35.56184026426486,-38.060608517671774,-39.09224707035116
Low demand,USA,6M,-26.217553748919443,-30.130328505889285,-35.210510116831465,-37.68459200383137,-38.70603857200947
Low demand,USA,1Y,-25.957982575479374,-29.832018266829284,-34.86190270990182,-37.311489545046555,-38.32282311462656
Low demand,USA,5Y,-24.000594999654556,-27.582505164357677,-32.23310615240528,-34.4979794481571,-35.43305240085926
Low demand,USA,10Y,-21.825310109020684,-25.08257519467477,-29.311670713303286,-31.37126807070775,-32.22159103843317
Low demand,USA,20Y,-18.227626493020768,-20.94796407693078,-24.479935587613124,-26.20002896403048,-26.91018471332862
Low demand,CHN,1D,-38.93431062308242,-41.560563680381804,-50.77075962349082,-54.65815998469722,-56.27759473323539
Low demand,CHN,6M,-38.54966244431056,-41.14996966002915,-50.26917426313615,-54.1181693862591,-55.7216050682491
Low demand,CHN,1Y,-38.16799521432345,-40.74255766370142,-49.77147609204406,-53.58236361023017,-55.169924215334824
Low demand,CHN,5Y,-35.289899452858904,-37.67032445195759,-46.018408277557725,-49.541932020100894,-51.00978103378025
Low demand,CHN,10Y,-32.09141270397216,-34.25608877960036,-41.84754717104628,-45.05171766592812,-46.38652873695504
Low demand,CHN,20Y,-26.801464972523743,-28.60931589367151,-34.94939845861031,-37.62539356286885,-38.74017440767213
Low demand,GBR,1D,-23.353836206660024,-24.206536481501534,-30.714315575627992,-32.27689280853128,-33.89249546080746
Low demand,GBR,6M,-23.123113987094065,-23.96739008278595,-30.410876132131456,-31.95801601743033,-33.557657462024345
Low demand,GBR,1Y,-22.894179819982238,-23.730097022279075,-30.10978828547134,-31.641610459615734,-33.225414392791514
Low demand,GBR,5Y,-21.167821347861842,-21.94070537947847,-27.839329657597453,-29.25564325231644,-30.720018869661956
Low demand,GBR,10Y,-19.249283830508467,-19.952117808940496,-25.3161224966742,-26.60406904203312,-27.935721526695044
Low demand,GBR,20Y,-16.076232326963996,-16.663211168568996,-21.143013447044368,-22.218654913512047,-23.33079783325404
Low demand,JPN,1D,-31.483001859923515,-30.152140713553404,-40.792998450975354,-42.29532476194686,-45.13819632534579
Low demand,JPN,6M,-31.171968246283235,-29.854255228336537,-40.38998752540092,-41.877471732577895,-44.6922573904646
Low demand,JPN,1Y,-30.86334508282513,-29.55867829785659,-39.99009985633758,-41.46285698314588,-44.24977439584094
Low demand,JPN,5Y,-28.536063752781317,-27.329776668471837,-36.97460647632697,-38.33630888253671,-40.91307600706522
Low demand,JPN,10Y,-25.949708359488625,-24.85275265085141,-33.62342694072608,-34.86171196208305,-37.204934768533214
Low demand,JPN,20Y,-21.672159030816232,-20.756025475941247,-28.080942017754772,-29.115108164693883,-31.072074177664685
Low demand,IND,1D,-46.959404345838315,-55.69669386766084,-63.49407307144286,-68.34664194130656,-69.71273117268659
Low demand,IND,6M,-46.495472942693624,-55.146443162897924,-62.866788828344994,-67.6714171607165,-69.02401023083206
Low demand,IND,1Y,-46.03513691794595,-54.60045679437833,-62.24436591647225,-67.0014252412193,-68.34062674270267
Low demand,IND,5Y,-42.56381148683557,-50.48325487189025,-57.55076739988004,-61.949115919862265,-63.187333595930575
Low demand,IND,10Y,-38.70605645966084,-45.907724075490314,-52.334675266699776,-56.33438112472313,-57.46037340795822
Low demand,IND,20Y,-32.32575100377938,-38.34029589558221,-43.707828600367115,-47.0482230368184,-47.98860677800291
Low demand,CAN,1D,-25.486078810041914,-26.178415171170048,-33.45975014633549,-35.10696891843081,-36.93393597085482
Low demand,CAN,6M,-25.23429128275726,-25.919787766251922,-33.12918741772975,-34.760132633401824,-36.56905032170085
Low demand,CAN,1Y,-24.98445505997603,-25.663164673562314,-32.8011864861596,-34.41598426231451,-36.206992465559935
Low demand,CAN,5Y,-23.10047729780021,-23.72800813578775,-30.32778029160536,-31.820812630275896,-33.47676807296725
Low demand,CAN,10Y,-21.006774236144494,-21.57742905292086,-27.57903334446749,-28.93674525930751,-30.44261380398233
Low demand,CAN,20Y,-17.54401805458858,-18.020606144502757,-23.032906122774687,-24.166812836824043,-25.42445404525648
Low demand,NOR,1D,-27.8328915386044,-25.0408204360726,-35.66451912281569,-36.59916547161474,-39.54549646718818
Low demand,NOR,6M,-27.557918876473025,-24.793431800662212,-35.31217456841559,-36.23758715886351,-39.15481013034792
Low demand,NOR,1Y,-27.28507719914349,-24.547960379196375,-34.96256061597649,-35.87881100790966,-38.76715153684636
Low demand,NOR,5Y,-25.227618729105277,-22.69689693393973,-32.32617384864041,-33.17333346557596,-35.84387579507044
Low demand,NOR,10Y,-22.941123004774916,-20.639772226598765,-29.396303253933763,-30.16668087797698,-32.59517960900104
Low demand,NOR,20Y,-19.159508816722454,-17.237512647848785,-24.55061730219413,-25.19400589642248,-27.22219095252328
Low demand,IDN,1D,-43.95715038985175,-50.13838192339632,-58.62474522034906,-63.10829503660661,-64.59761160618241
Low demand,IDN,6M,-43.52287949688176,-49.64304408423169,-58.04556708365945,-62.48482205447973,-63.95942504888405
Low demand,IDN,1Y,-43.09197411910745,-49.1515450172521,-57.47087746520026,-61.86618086704462,-63.32618431363142
Low demand,IDN,5Y,-39.84258081540047,-45.44522372400011,-53.13722860805074,-57.201099771440724,-58.55101020141113
Low demand,IDN,10Y,-36.231463505481805,-41.32631298367402,-48.32115590139849,-52.01669963210057,-53.24426143854452
Low demand,IDN,20Y,-30.259069895207478,-34.51408450268683,-40.35589767485962,-43.44226806205613,-44.46747860858165
Low demand,RUS,1D,-29.35055007252081,-34.81152763773327,-39.685042792857224,-42.71799364858741,-43.571826250335555
Low demand,RUS,6M,-29.0605838332148,-34.467610139469365,-39.29297782007442,-42.295964898244634,-43.14136213411671
Low demand,RUS,1Y,-28.772864776025795,-34.1263579351158,-38.9039512747915,-41.87720678886649,-42.714234031312024
Low demand,RUS,5Y,-26.603218199304482,-31.55302586525587,-35.97036001228314,-38.71941422773715,-39.49332459581752
Low demand,RUS,10Y,-24.19204553495945,-28.693229246902913,-32.7101999768129,-35.21009469857534,-35.91386199185217
Low demand,RUS,20Y,-20.204229305824878,-23.96343799829902,-27.318251365552552,-29.406063498921796,-29.993821807774065
Low demand,CHL,1D,-32.91285436214494,-33.72046839246126,-42.99005602888695,-46.00427429607163,-46.974116343411104
Low demand,CHL,6M,-32.58769464348084,-33.38732992032906,-42.56533946161818,-45.54977901824299,-46.510039594349614
Low demand,CHL,1Y,-32.265054849573154,-33.05677320674521,-42.143914365373924,-45.09880599067024,-46.049559350087804
Low demand,CHL,5Y,-29.832076196004024,-30.564094240512155,-38.966010453329076,-41.69808552736045,-42.57714638109171
Low demand,CHL,10Y,-27.128257202919063,-27.79392906759653,-35.43434076811384,-37.918795246543176,-38.71818275079718
Low demand,CHL,20Y,-22.656435910023216,-23.21237843984957,-29.593344851519227,-31.668261910910992,-32.33587839736393
Low demand,AUS,1D,-27.84710812254007,-26.182575444742714,-35.96155240486967,-37.171666551403675,-39.81686800163447
Low demand,AUS,6M,-27.571995008888393,-25.923906938759043,-35.60627333566378,-36.80443226339151,-39.4235006730205
Low demand,AUS,1Y,-27.29901396851059,-25.667243063529178,-35.253747610339495,-36.44004396988804,-39.03318186491152
Low demand,AUS,5Y,-25.24050458247276,-23.731778990689925,-32.595403597160036,-33.69224609608307,-36.08984584081462
Low demand,AUS,10Y,-22.95284095367446,-21.580858137808853,-29.64113146557181,-30.638562057608915,-32.81885625226651
Low demand,AUS,20Y,-19.169295179195117,-18.023469979116744,-24.755088037061178,-25.58810219326556,-27.408996743061415
Low demand,SGP,1D,-32.37863158146491,-32.07443830970108,-41.213107742350275,-44.37273314841127,-45.98179336391405
Low demand,SGP,6M,-32.05874967089239,-31.75756165043791,-40.80594638310368,-43.93435654126141,-45.52752018452437
Low demand,SGP,1Y,-31.741346783087195,-31.44314072382727,-40.40194044542418,-43.49937726779583,-45.076767534170756
Low demand,SGP,5Y,-29.347858858804063,-29.07213932497938,-37.355391814877265,-40.219263323173244,-41.67770890266231
Low demand,SGP,10Y,-26.68792672174951,-26.437196924053872,-33.96969994349739,-36.57400553599825,-37.90026544955195
Low demand,SGP,20Y,-22.288689495234205,-22.079289991619465,-28.370135386719713,-30.545147305298173,-31.652786565229285
Low demand,TUR,1D,-37.535927396053495,-44.51988023144533,-50.75253721996181,-54.63132732219815,-55.72327955029655
Low demand,TUR,6M,-37.165094424303255,-44.080049897323164,-50.251131886278166,-54.09160181474523,-55.17276619456477
Low demand,TUR,1Y,-36.79713533616273,-43.643628162987376,-49.75361234668532,-53.55605907529781,-54.626519210570386
Low demand,TUR,5Y,-34.02241063159393,-40.35263683568575,-46.00189156574141,-49.5176110048706,-50.507352025585426
Low demand,TUR,10Y,-30.93880225476357,-36.695290790424515,-41.83252744518626,-45.029600976755425,-45.92963719273384
Low demand,TUR,20Y,-25.838850803232116,-30.646439901176525,-34.93685458401533,-37.6069225882303,-38.358596855083704
Low demand,KOR,1D,-32.26587329288095,-30.15089943423397,-40.33488725849457,-43.43019158948423,-45.224646573207714
Low demand,KOR,6M,-31.9471053681387,-29.85302621212956,-39.93640220311131,-43.00112674073604,-44.77785356052567
Low demand,KOR,1Y,-31.630807832989635,-29.557461449725327,-39.54100532962293,-42.575387061350504,-44.33452310703847
Low demand,KOR,5Y,-29.24565520852946,-27.328651577988023,-36.559376370485786,-39.364947520161266,-40.99143415713642
Low demand,KOR,10Y,-26.594986260833885,-24.851729532519965,-33.24583105917748,-35.797120324109066,-37.276190957177604
Low demand,KOR,20Y,-22.211069337756626,-20.755171008412002,-27.76558903262921,-29.896323833854588,-31.13158449781309
Low demand,KAZ,1D,-34.39225190750776,-34.28548557811687,-45.1008439658289,-48.164375370039714,-48.816668677946545
Low demand,KAZ,6M,-34.05247660782022,-33.94676506721323,-44.65527405037636,-47.68853955912423,-48.33438859130366
Low demand,KAZ,1Y,-33.7153345008074,-33.610669574575816,-44.21315721535235,-47.216391383457186,-47.85584608179625
Low demand,KAZ,5Y,-31.172996063112404,-31.076223500073322,-40.879219981606376,-43.65599228077175,-44.2472282595631
Low demand,KAZ,10Y,-28.34764330278069,-28.259641684554005,-37.17414727119371,-39.69924785858727,-40.236897387064275
Low demand,KAZ,20Y,-23.67481843325126,-23.601322999747463,-31.046361690677962,-33.155224755367875,-33.604248147946244
Low demand,MEA,1D,-42.24786675081237,-50.108525305224816,-57.123576756492504,-61.48927700054403,-62.71830357405037
Low demand,MEA,6M,-41.830482578789514,-49.61348243195582,-56.559229284746266,-60.881798968090166,-62.098683479091854
Low demand,MEA,1Y,-41.4163330531501,-49.12227604494338,-55.99925539645348,-60.279028772570264,-61.4838653196968
Low demand,MEA,5Y,-38.29329313590177,-45.41816180775161,-51.77657566971687,-55.733628464240006,-56.84761310939813
Low demand,MEA,10Y,-34.82259493144726,-41.30170381401485,-47.08382522979163,-50.68223203426782,-51.69525110057069
Low demand,MEA,20Y,-29.082439184487708,-34.493531907987816,-39.32252856267978,-42.32777407233359,-43.17380709906459
Low demand,AFR,1D,-46.45121541041776,-51.600485693222545,-62.25713870325533,-66.15960723862783,-68.05615609158161
Low demand,AFR,6M,-45.99230461622577,-51.09070312540499,-61.64207464704068,-65.50598907959686,-67.38380114100184
Low demand,AFR,1Y,-45.53695029168514,-50.58487127361805,-61.03177721797287,-64.85743633453212,-66.71665681088892
Low demand,AFR,5Y,-42.10319112019642,-46.77046858389557,-56.42961516205809,-59.966796635860646,-61.68582073715023
Low demand,AFR,10Y,-38.287184246510506,-42.53144477469923,-51.315138239795296,-54.5317286026065,-56.094949601755296
Low demand,AFR,20Y,-31.975925676603218,-35.52056239701894,-42.85635203351004,-45.54271971495434,-46.8482594005854
Low demand,LAM,1D,-36.571767642597486,-40.357004051451646,-48.59037717910797,-52.14982647226595,-53.220761119445434
Low demand,LAM,6M,-36.21046000434556,-39.95830049511139,-48.11033271989772,-51.634616739390054,-52.69497117967673
Low demand,LAM,1Y,-35.851952430216144,-39.56268681400605,-47.63400851214394,-51.1233997820214,-52.17325600996669
Low demand,LAM,5Y,-33.14850018573172,-36.57942294090617,-44.04211857319008,-47.268388812802975,-48.239079584380185
Low demand,LAM,10Y,-30.144098353100723,-33.26406071623614,-40.05037773988388,-42.98423619114599,-43.866948770144226
Low demand,LAM,20Y,-25.175145874427024,-27.780813713437926,-33.44847439511379,-35.89871568680089,-36.635921944595175
Low demand,ROW,1D,-40.784159481518635,-47.697860494289486,-54.943798252407696,-59.06524478584866,-60.35073990964249
Low demand,ROW,6M,-40.38123587978401,-47.226633577032466,-54.40098571522956,-58.481714771524445,-59.75450995661963
Low demand,ROW,1Y,-39.98143485781765,-46.7590585769919,-53.862379869938565,-57.9027070016383,-59.16290067009665
Low demand,ROW,5Y,-36.966594870665986,-43.23314511088431,-49.80083337435821,-53.53649560743336,-54.701663114956396
Low demand,ROW,10Y,-33.6161414639275,-39.31472528272414,-45.28715359342878,-48.68423548663166,-49.74379847584134
Low demand,ROW,20Y,-28.07485747878397,-32.83408687205915,-37.82202023749952,-40.659127229620246,-41.54403188007744
Nationally Determined Contributions (NDCs),EU27,1D,-28.352141666943258,-29.153002519431386,-37.85009685096188,-43.02458801947564,-46.32484874960439
Nationally Determined Contributions (NDCs),EU27,6M,-28.072039117753494,-28.86498793421403,-37.47616006905751,-42.59953029637087,-45.867186383987644
Nationally Determined Contributions (NDCs),EU27,1Y,-27.79410730899536,-28.579205406173017,-37.105121224689576,-42.177766688182196,-45.41307081294293
Nationally Determined Contributions (NDCs),EU27,5Y,-25.698264915636155,-26.42416190746016,-34.307172536901774,-38.99731010795965,-41.9886528971502
Nationally Determined Contributions (NDCs),EU27,10Y,-23.369112351406205,-24.029217942704765,-31.197754872007806,-35.46280359033251,-38.18302715218198
Nationally Determined Contributions (NDCs),EU27,20Y,-19.516948409306423,-20.06824221012952,-26.055117677010337,-29.617115862778522,-31.888937835306336
Nationally Determined Contributions (NDCs),USA,1D,-26.430491197145088,-29.861612889363247,-35.529554653069596,-40.35410252015352,-43.42868566532038
Nationally Determined Contributions (NDCs),USA,6M,-26.169373428772424,-29.566597648839785,-35.17854346855985,-39.955427629242585,-42.999635694220665
Nationally Determined Contributions (NDCs),USA,1Y,-25.910279272462063,-29.27386871921354,-34.830252552653064,-39.55984239141505,-42.57391077718471
Nationally Determined Contributions (NDCs),USA,5Y,-23.9564888117975,-27.0664434402767,-32.20384260684299,-36.57679300483869,-39.36358255667597
Nationally Determined Contributions (NDCs),USA,10Y,-21.785201468892353,-24.61328653063851,-29.285059458174167,-33.261669143433856,-35.795879073575286
Nationally Determined Contributions (NDCs),USA,20Y,-18.194129360207977,-20.556032945472253,-24.457710931166957,-27.778816367441326,-29.89528719103023
Nationally Determined Contributions (NDCs),CHN,1D,-38.86276056282554,-43.91374450901322,-51.98638007935806,-59.075416148931076,-63.57343906673984
Nationally Determined Contributions (NDCs),CHN,6M,-38.47881925673047,-43.479902440716,-51.47278510108684,-58.49178564749863,-62.94537073410605
Nationally Determined Contributions (NDCs),CHN,1Y,-38.09785342129398,-43.04942256430641,-50.96317038428786,-57.912678169259856,-62.322169809239234
Nationally Determined Contributions (NDCs),CHN,5Y,-35.22504677171719,-39.80323790304525,-47.1202416726753,-53.54571488921163,-57.622704412483664
Nationally Determined Contributions (NDCs),CHN,10Y,-32.03243792116616,-36.19568642317376,-42.84951631128062,-48.69261918227737,-52.40009229525317
Nationally Determined Contributions (NDCs),CHN,20Y,-26.752211591558012,-30.229190306323588,-35.786203028831565,-40.66612895706869,-43.76246228743951
Nationally Determined Contributions (NDCs),GBR,1D,-23.310918575370952,-25.04425382885676,-31.21810674026986,-35.47284420864477,-38.185496032599424
Nationally Determined Contributions (NDCs),GBR,6M,-23.08062035685826,-24.79683127353717,-30.909690135219424,-35.12239329010138,-37.808245703278544
Nationally Determined Contributions (NDCs),GBR,1Y,-22.852106904873775,-24.551326195034843,-30.603663699042155,-34.77465829820836,-37.43391899084394
Nationally Determined Contributions (NDCs),GBR,5Y,-21.128920982895618,-22.700008947076633,-28.295963902841034,-32.152440492624166,-34.611176979439485
Nationally Determined Contributions (NDCs),GBR,10Y,-19.21390918547345,-20.642602183596804,-25.731369869040726,-29.238316155222662,-31.474205986365632
Nationally Determined Contributions (NDCs),GBR,20Y,-16.046688837602307,-17.239876114800403,-21.489811452108086,-24.418672793198052,-26.28599859604072
Nationally Determined Contributions (NDCs),JPN,1D,-31.425145161189278,-32.54381236369611,-41.97362529478995,-47.70903055394883,-51.36682516933262
Nationally Determined Contributions (NDCs),JPN,6M,-31.114683137836376,-32.22229856376851,-41.55895046768459,-47.2376932830465,-50.85935103059796
Nationally Determined Contributions (NDCs),JPN,1Y,-30.80662713495178,-31.903276433434232,-41.14748929006502,-46.77000878457997,-50.35580971801624
Nationally Determined Contributions (NDCs),JPN,5Y,-28.483622678358,-29.49757804230048,-38.04472180501247,-43.243269607143574,-46.55867964344136
Nationally Determined Contributions (NDCs),JPN,10Y,-25.902020262099555,-26.824076163424838,-34.596552769536316,-39.32393214907721,-42.33885124511629
Nationally Determined Contributions (NDCs),JPN,20Y,-21.6323318383031,-22.40239606607764,-28.893657807343168,-32.84177607877451,-35.35971598041937
Nationally Determined Contributions (NDCs),IND,1D,-46.873106472399655,-53.807044600089796,-63.08726429368166,-71.64359444956699,-77.09557813333126
Nationally Determined Contributions (NDCs),IND,6M,-46.41002764168578,-53.275462523014305,-62.463999082973736,-70.93579770975884,-76.33391898884474
Nationally Determined Contributions (NDCs),IND,1Y,-45.95053758209794,-52.74800010393826,-61.84556405676938,-70.2334862574103,-75.57816255500772
Nationally Determined Contributions (NDCs),IND,5Y,-42.48559144831663,-48.77048452649173,-57.18203759231483,-64.93746015032062,-69.87911579901736
Nationally Determined Contributions (NDCs),IND,10Y,-38.634925864880174,-44.350190025422165,-51.999365146402106,-59.051877901082015,-63.54564845078515
Nationally Determined Contributions (NDCs),IND,20Y,-32.26634557460509,-37.03950572247626,-43.42779099258119,-49.31776770711314,-53.07078522284001
Nationally Determined Contributions (NDCs),CAN,1D,-25.43924273036342,-27.2138549062788,-34.057699991727205,-38.70086810553035,-41.6612762093927
Nationally Determined Contributions (NDCs),CAN,6M,-25.18791791610645,-26.94499796340395,-33.72122986896587,-38.3185262020665,-41.24968720825719
Nationally Determined Contributions (NDCs),CAN,1Y,-24.93854082041668,-26.678224609692823,-33.38736732439912,-37.93914737420105,-40.84128794205469
Nationally Determined Contributions (NDCs),CAN,5Y,-23.058025267286023,-24.666526464652666,-30.869759578872262,-35.07830811245513,-37.761609875162954
Nationally Determined Contributions (NDCs),CAN,10Y,-20.968169829431115,-22.43088512643785,-28.071890543109287,-31.898998865033494,-34.33910058284603
Nationally Determined Contributions (NDCs),CAN,20Y,-17.511777197389243,-18.733378538505903,-23.444520752136867,-26.64076862636678,-28.67864403318092
Nationally Determined Contributions (NDCs),NOR,1D,-27.781742692385208,-27.97739676528736,-37.03488240690126,-42.10510156313743,-45.339403676933884
Nationally Determined Contributions (NDCs),NOR,6M,-27.50727535088825,-27.70099647617667,-36.66899946609997,-41.68912782752792,-44.89147693129901
Nationally Determined Contributions (NDCs),NOR,1Y,-27.234935078056214,-27.42673823570003,-36.30595204712858,-41.27637780769318,-44.44702153106948
Nationally Determined Contributions (NDCs),NOR,5Y,-25.18125762468817,-25.358597673857183,-33.56826550855024,-38.16389135536966,-41.095449525257436
Nationally Determined Contributions (NDCs),NOR,10Y,-22.898963821599885,-23.060230722187914,-30.525818403943603,-34.70492143256886,-37.37077893157482
Nationally Determined Contributions (NDCs),NOR,20Y,-19.12429915233158,-19.25898282073869,-25.493943200875325,-28.984162982455835,-31.210580592687876
Nationally Determined Contributions (NDCs),IDN,1D,-43.876369795338036,-50.06508907745345,-58.91565243662425,-66.92275966822356,-72.01655857035313
Nationally Determined Contributions (NDCs),IDN,6M,-43.44289696731545,-49.57047532866714,-58.33360030706971,-66.26160201029118,-71.30507716353762
Nationally Determined Contributions (NDCs),IDN,1Y,-43.012783469639984,-49.07969474050588,-57.75605896863289,-65.6055681959793,-70.59910959963638
Nationally Determined Contributions (NDCs),IDN,5Y,-39.769361615869,-45.37879138906095,-53.40090571567561,-60.65851486784269,-65.27551329962343
Nationally Determined Contributions (NDCs),IDN,10Y,-36.164880500529996,-41.26590171839772,-48.560934733658485,-55.16075321309173,-59.35929173048795
Nationally Determined Contributions (NDCs),IDN,20Y,-30.203462431259336,-34.46363142898812,-40.55615136992907,-46.06805592312597,-49.574507447955796
Nationally Determined Contributions (NDCs),RUS,1D,-29.296612206596034,-33.63045972982525,-39.430779316393874,-44.77865372356976,-48.186250611435106
Nationally Determined Contributions (NDCs),RUS,6M,-29.007178841805146,-33.29821049054712,-39.0412263177949,-44.33626685895129,-47.71019868595053
Nationally Determined Contributions (NDCs),RUS,1Y,-28.719988529457115,-32.96853611843519,-38.654692279383056,-43.897308406734744,-47.2378360705604
Nationally Determined Contributions (NDCs),RUS,5Y,-26.554329138865885,-30.482510757885187,-35.739896640123,-40.58718806754247,-43.675819909847384
Nationally Determined Contributions (NDCs),RUS,10Y,-24.147587516105062,-27.719739873198098,-32.50062456561006,-36.908583559699586,-39.71727841796751
Nationally Determined Contributions (NDCs),RUS,20Y,-20.167099745775122,-23.1504185905481,-27.143222360308414,-30.824573495273828,-33.1702831577549
Nationally Determined Contributions (NDCs),CHL,1D,-32.85237000592673,-35.58919853925075,-43.94605506849573,-49.94300609924364,-53.764186275359435
Nationally Determined Contributions (NDCs),CHL,6M,-32.527807837266494,-35.237598108088704,-43.51189379080039,-49.44959845875811,-53.23302761342316
Nationally Determined Contributions (NDCs),CHL,1Y,-32.205760962466044,-34.88872251207688,-43.08109717880362,-48.960014631792205,-52.705985328101114
Nationally Determined Contributions (NDCs),CHL,5Y,-29.77725342361503,-32.25790358063773,-39.832524061632775,-45.26813587835632,-48.73163791674706
Nationally Determined Contributions (NDCs),CHL,10Y,-27.078403271862634,-29.334220635965085,-36.222318241805084,-41.16527542823969,-44.31486426352445
Nationally Determined Contributions (NDCs),CHL,20Y,-22.6147998998146,-24.498768381542405,-30.25143213658473,-34.37959237418355,-37.01000305835664
Nationally Determined Contributions (NDCs),AUS,1D,-27.795933150330182,-28.546079396102208,-37.10436601643088,-42.17733462906426,-45.412877268005026
Nationally Determined Contributions (NDCs),AUS,6M,-27.521325615422395,-28.264060855769355,-36.73779661827533,-41.76064727308209,-44.96422464633585
Nationally Determined Contributions (NDCs),AUS,1Y,-27.24884623565128,-27.98422790442789,-36.374068061861045,-41.347189163294196,-44.5190489954705
Nationally Determined Contributions (NDCs),AUS,5Y,-25.194119797564838,-25.87404927787622,-33.63124516722868,-38.22936311004915,-41.1620456868395
Nationally Determined Contributions (NDCs),AUS,10Y,-22.91066023628099,-23.52896456416431,-30.583089924972015,-34.764459179415645,-37.43133917512794
Nationally Determined Contributions (NDCs),AUS,20Y,-19.13406753028588,-19.65045058699293,-25.54177408569568,-29.033886528482824,-31.261158087087672
Nationally Determined Contributions (NDCs),SGP,1D,-32.31912897300429,-36.143545695646935,-43.06079421741667,-48.953463194152086,-52.68213047985018
Nationally Determined Contributions (NDCs),SGP,6M,-31.99983491334297,-35.786468639351355,-42.635378798288144,-48.46983165783198,-52.16166189523673
Nationally Determined Contributions (NDCs),SGP,1Y,-31.683015320718415,-35.43215886098862,-42.2132602661505,-47.98994817212024,-51.64522684121157
Nationally Determined Contributions (NDCs),SGP,5Y,-29.293925938555745,-32.76036156944315,-39.03012725726734,-44.3712182479651,-47.750866981939076
Nationally Determined Contributions (NDCs),SGP,10Y,-26.63888199142005,-29.79113853415015,-35.492646369669636,-40.34964958955452,-43.422985133094286
Nationally Determined Contributions (NDCs),SGP,20Y,-22.247729297123353,-24.8803679439079,-29.642039359056632,-33.69841427997331,-36.26514126325747
Nationally Determined Contributions (NDCs),TUR,1D,-37.46694716180754,-43.00943224558117,-50.4273639142345,-57.26667101324878,-61.62458965742724
Nationally Determined Contributions (NDCs),TUR,6M,-37.09679567435866,-42.584524252643284,-49.92917110230434,-56.70090985407947,-61.0157748151981
Nationally Determined Contributions (NDCs),TUR,1Y,-36.72951278914833,-42.162909214241715,-49.434839188044435,-56.13953323416696,-60.4116781699194
Nationally Determined Contributions (NDCs),TUR,5Y,-33.95988723020792,-38.983572976665776,-45.70715581518552,-51.90627571711458,-55.85627530143036
Nationally Determined Contributions (NDCs),TUR,10Y,-30.88194563831969,-35.4503115187609,-41.5645049584025,-47.201769962230564,-50.793762821550736
Nationally Determined Contributions (NDCs),TUR,20Y,-25.79136643013413,-29.606682983997235,-34.713012917783715,-39.421031288138316,-42.420920127207985
Nationally Determined Contributions (NDCs),KOR,1D,-32.206577901710524,-35.74382017565092,-42.78542708198556,-48.6555871619338,-52.362540360512995
Nationally Determined Contributions (NDCs),KOR,6M,-31.888395780694047,-35.39069217330837,-42.36273212882759,-48.17489846629737,-51.84522913904248
Nationally Determined Contributions (NDCs),KOR,1Y,-31.57267950940549,-35.04030084449645,-41.94331297957685,-47.69793501482478,-51.331926979208234
Nationally Determined Contributions (NDCs),KOR,5Y,-29.191910109183034,-32.398051997663075,-38.78053561517918,-44.10122463415324,-47.46119180862677
Nationally Determined Contributions (NDCs),KOR,10Y,-26.5461123283296,-29.461666753984687,-35.26567637208115,-40.10412674526737,-43.15956456004115
Nationally Determined Contributions (NDCs),KOR,20Y,-22.170251783161376,-24.605206284401184,-29.45248309064628,-33.493363415687064,-36.04514293140304
Nationally Determined Contributions (NDCs),KAZ,1D,-34.32904884427198,-39.40734466425987,-45.7228166314303,-51.98932418671815,-55.9822623182739
