scenario,region,tenor,2025,2030,2035,2040,2045
Current Policies,ROW,1D,-40.75473795613403,-46.49227494180229,-54.18994559262427,-62.27896110183592,-69.86926260950804
Current Policies,ROW,6M,-40.35210502183321,-46.0329585034955,-53.65458067807019,-61.66368145310823,-69.17899522876375
Current Policies,ROW,1Y,-39.952592414684425,-45.57720167850328,-53.123364737772334,-61.05317010232755,-68.49407728634606
Current Policies,ROW,5Y,-36.939927320734924,-42.14040731103049,-49.11754441558941,-56.44939489462314,-63.32921304822441
Current Policies,ROW,10Y,-33.591890917343065,-38.321027361901685,-44.66579427215306,-51.33312524374715,-57.58939366951654
Current Policies,ROW,20Y,-28.054604391740327,-32.00419009363231,-37.30308577244055,-42.8713740601445,-48.09635934261572
Delayed transition,EU27,1D,-28.337078888405763,-32.42769917678144,-35.157511983776104,-42.36489800481168,-46.79424977489726
Delayed transition,EU27,6M,-28.05712515064322,-32.107332507114094,-34.81017636287283,-41.94635763256363,-46.33195000215546
Delayed transition,EU27,1Y,-27.779341000052607,-31.78944861700304,-34.46553252566742,-41.53106086702652,-45.87323296299151
Delayed transition,EU27,5Y,-25.684612074952398,-29.392333525939613,-31.866624657393622,-38.39936978450253,-42.41411606114504
Delayed transition,EU27,10Y,-23.356696930796993,-26.728370444175678,-28.978405130597437,-34.91905736294409,-38.569928622511604
Delayed transition,EU27,20Y,-19.506579546344657,-22.32246647538657,-24.20160549588946,-29.163000750996954,-32.21206247617246
Delayed transition,USA,1D,-26.416449343086363,-30.233791057261723,-35.6623561851854,-40.81934074860144,-43.9622478353677
Delayed transition,USA,6M,-26.15547030000519,-29.935098914484964,-35.31003299934191,-40.416069576559444,-43.52792658262242
Delayed transition,USA,1Y,-25.896513793892215,-29.638721577884755,-34.960440249857236,-40.015923677888196,-43.09697123535131
Delayed transition,USA,5Y,-23.943761332873798,-27.40378420510585,-32.324213370843985,-36.9984830268477,-39.84720111910805
Delayed transition,USA,10Y,-21.773627540228507,-24.920052542269328,-29.394520463304218,-33.645139449080816,-36.23566504970258
Delayed transition,USA,20Y,-18.184463277678674,-20.81223165480693,-24.549128386730924,-28.09907543673209,-30.26257885697562
Delayed transition,CHN,1D,-38.84211375728294,-44.313489127515936,-50.84444537791674,-59.076204607454066,-64.09562918971517
Delayed transition,CHN,6M,-38.45837642953042,-43.875697816583624,-50.34213204547813,-58.492566316513354,-63.46240192459844
Delayed transition,CHN,1Y,-38.0776129916439,-43.44129930340342,-49.84371154394456,-57.913451109133476,-62.834082047974846
Delayed transition,CHN,5Y,-35.20633259185987,-40.16556478563345,-46.08519674313434,-53.54642954478287,-58.09601539809415
Delayed transition,CHN,10Y,-32.01541989395359,-36.52517394518879,-41.90828228919382,-48.693269065310005,-52.830504917902886
Delayed transition,CHN,20Y,-26.737998815559443,-30.50436511279374,-35.0001220012804,-40.6666717133972,-44.12192570327882
Delayed transition,GBR,1D,-23.29853407164876,-26.663403144893753,-30.062479451452347,-35.36296358970908,-38.609862300440234
Delayed transition,GBR,6M,-23.06835820477722,-26.399984342931894,-29.765479766975794,-35.01359822730575,-38.22841948101371
Delayed transition,GBR,1Y,-22.83996615623239,-26.13860698559638,-29.47078177245222,-34.666940378703245,-37.849932769458675
Delayed transition,GBR,5Y,-21.117695719519034,-24.167599245907684,-27.24850806826483,-32.052845150315484,-34.99582082399772
Delayed transition,GBR,10Y,-19.203701319616258,-21.97717798829827,-24.77884979962337,-29.1477475992626,-31.823987780905735
Delayed transition,GBR,20Y,-16.03816363611805,-18.354460474573905,-20.694304769008554,-24.343033555917753,-26.578122367620047
Delayed transition,JPN,1D,-31.408449773319393,-35.9427821871285,-39.21661846007388,-47.070790744103704,-51.89536186499111
Delayed transition,JPN,6M,-31.098152690617425,-35.58768855667711,-38.829181245266355,-46.60575890860136,-51.382666093353606
Delayed transition,JPN,1Y,-30.790260350125713,-35.235346832992946,-38.44474659373192,-46.144330979633374,-50.873943614511326
Delayed transition,JPN,5Y,-28.468490047271793,-32.57839034878878,-35.54578211837286,-42.664771661352475,-47.03774313650027
Delayed transition,JPN,10Y,-25.888259171333825,-29.625660206560532,-32.32410354044706,-38.79786614677585,-42.774494998867894
Delayed transition,JPN,20Y,-21.62083912542244,-24.742167060029203,-26.995799056870155,-32.40242678418361,-35.72354822783012
Delayed transition,IND,1D,-46.848203971895394,-53.61931893713523,-64.15862920529295,-72.81030280592866,-78.07217672599582
Delayed transition,IND,6M,-46.38537116329704,-53.08959147962816,-63.5247795369317,-72.09097967109128,-77.30086935956705
Delayed transition,IND,1Y,-45.926125219201026,-52.56396930717856,-62.89584208056802,-71.37723115103948,-76.53553947563661
Delayed transition,IND,5Y,-42.46301992400154,-48.60033075557944,-58.153118353808225,-65.9949598190679,-70.7643007577181
Delayed transition,IND,10Y,-38.614400102172326,-44.19545807746699,-52.882432368727315,-60.01353148554224,-64.3506050040607
Delayed transition,IND,20Y,-32.249203278149544,-36.91027978526042,-44.1652934343046,-50.12090233684611,-53.743052756401966
Delayed transition,CAN,1D,-25.425727501640647,-29.09764127750316,-32.68139776415132,-38.53388462169332,-42.120205617329944
Delayed transition,CAN,6M,-25.174536209925378,-28.810173628921937,-32.358524701073456,-38.15319241722028,-41.70408266251392
Delayed transition,CAN,1Y,-24.925291602003515,-28.524933798864197,-32.038153841614715,-37.77545050349842,-41.29118457989259
Delayed transition,CAN,5Y,-23.04577511940678,-26.37398270485026,-29.62228488494243,-34.92695496761729,-38.17758160813783
Delayed transition,CAN,10Y,-20.95702996909225,-23.983586713228984,-26.937480248340925,-31.76136355548767,-34.7173708744323
Delayed transition,CAN,20Y,-17.502473631372222,-20.030132831470194,-22.49710662424647,-26.525821118078422,-28.994560258609063
Delayed transition,NOR,1D,-27.766982952451727,-31.774434265965386,-33.81651354215214,-41.22164130180447,-45.778300138825166
Delayed transition,NOR,6M,-27.49266142853812,-31.460521470892964,-33.48242620021031,-40.81439563598997,-45.326037353280135
Delayed transition,NOR,1Y,-27.22046584323145,-31.14904143910042,-33.15092797037385,-40.41030604510211,-44.87727951660881
Delayed transition,NOR,5Y,-25.16787945695212,-28.800216890256547,-30.651149170245937,-37.363126598164655,-41.493263478104886
Delayed transition,NOR,10Y,-22.88679817905919,-26.18992007681274,-27.873093806553467,-33.97673368761398,-37.7325371665984
Delayed transition,NOR,20Y,-19.11413889402727,-21.87277425418579,-23.278493665059045,-28.376009688618023,-31.512706608577055
Delayed transition,IDN,1D,-43.85305938552772,-50.12959779065751,-59.0403583996575,-67.59680346481721,-72.8063569415156
Delayed transition,IDN,6M,-43.419816850697345,-49.63434673357804,-58.45707424824883,-66.92898664907203,-72.08707278950689
Delayed transition,IDN,1Y,-42.98993186148652,-49.14293377613928,-57.87831043588832,-66.26634528412887,-71.37336295017441
Delayed transition,IDN,5Y,-39.74823315602867,-45.43726182211532,-53.51393868906556,-61.26946540036634,-65.99138330374856
Delayed transition,IDN,10Y,-36.1456670106916,-41.319072705768605,-48.66372300606657,-55.7163304741468,-60.01027912634217
Delayed transition,IDN,20Y,-30.187416092643645,-34.508037712024674,-40.641996025879365,-46.532051841256894,-50.11818609646171
Delayed transition,RUS,1D,-29.281047654656692,-33.51312750325212,-40.100403429438565,-45.50786936227826,-48.79664391377889
Delayed transition,RUS,6M,-28.99176805852026,-33.18203743763189,-39.70423493691091,-45.05827827437004,-48.3145616600742
Delayed transition,RUS,1Y,-28.70473032314944,-32.853513255806824,-39.31113667336528,-44.612171430197,-47.836215450338095
Delayed transition,RUS,5Y,-26.540221492828795,-30.376161308978016,-36.34684118960597,-41.24814613146202,-44.22907789545662
Delayed transition,RUS,10Y,-24.134758511254475,-27.623029366547915,-33.052558924388926,-37.50963593837227,-40.22039207437425
Delayed transition,RUS,20Y,-20.156385473788806,-23.069649841588063,-27.604175872090497,-31.326548413681028,-33.59046357062014
Delayed transition,CHL,1D,-32.834916369455655,-36.91653848608648,-43.4981215520642,-49.235068944417044,-54.216720104649376
Delayed transition,CHL,6M,-32.51052663249831,-36.551824713889474,-43.068385595083384,-48.74865530826679,-53.681090673602675
Delayed transition,CHL,1Y,-32.1886508530885,-36.18993740269244,-42.64198000842387,-48.26601128345902,-53.14961226676375
Delayed transition,CHL,5Y,-29.7614335191068,-33.46099906413206,-39.42651895961709,-44.62646454494989,-49.141812723468604
Delayed transition,CHL,10Y,-27.064017198442695,-30.428274013325268,-35.85311125933386,-40.581761734522274,-44.68786303108559
Delayed transition,CHL,20Y,-22.60278522640607,-25.412478025361256,-29.943085224605717,-33.892265064307296,-37.32151671765862
Delayed transition,AUS,1D,-27.78116587136392,-31.79148508491805,-34.4301436023176,-41.51650151632691,-45.87181822445744
Delayed transition,AUS,6M,-27.506704228520714,-31.477403837743825,-34.08999395488468,-41.10634280434071,-45.41863153501519
Delayed transition,AUS,1Y,-27.234369610178973,-31.165756659320593,-33.752480401248924,-40.699362742824015,-44.96895695452264
Delayed transition,AUS,5Y,-25.180734796480404,-28.81567168261832,-31.20734093986861,-37.63038668718692,-41.57802788734116
Delayed transition,AUS,10Y,-22.898488379729866,-26.203974129888138,-28.37887534456428,-34.21977075910156,-37.80961898552064
Delayed transition,AUS,20Y,-19.123902082288474,-21.88451163747573,-23.70090218598614,-28.57898453483577,-31.57708226224242
Delayed transition,SGP,1D,-32.30195863405904,-36.775241092213456,-41.01720319102698,-48.43332254235983,-52.96147516939896
Delayed transition,SGP,6M,-31.982834207287027,-36.41192325548696,-40.611977253974175,-47.95482969094811,-52.43824682291058
Delayed transition,SGP,1Y,-31.66618293292979,-36.05142106153127,-40.20989173934182,-47.480045066333346,-51.91907339462977
Delayed transition,SGP,5Y,-29.278362813762925,-33.33292768588159,-37.1778247330947,-43.89976489462871,-48.00406386276486
Delayed transition,SGP,10Y,-26.624729424582704,-30.311810336218667,-33.80822658731127,-39.9209262333772,-43.65323360996492
Delayed transition,SGP,20Y,-22.235909639077715,-25.31521221810817,-28.235279294850542,-33.34036167195999,-36.457435586500566
Delayed transition,TUR,1D,-37.44704191675748,-42.85937802421277,-51.2837349882957,-58.19925269239953,-62.405211438729566
Delayed transition,TUR,6M,-37.07708708146794,-42.43595247907074,-50.777081731870204,-57.6242781726056,-61.788684510638824
Delayed transition,TUR,1Y,-36.70999932440086,-42.01580839978213,-50.27435493991894,-57.05375959382642,-61.176935546668226
Delayed transition,TUR,5Y,-33.941845197739404,-38.847564445891166,-46.483367044158456,-52.75156392594951,-56.56382768214564
Delayed transition,TUR,10Y,-30.86553883867042,-35.32663006996053,-42.270364574911255,-47.97044579254172,-51.43718645866096
Delayed transition,TUR,20Y,-25.777664126961398,-29.503389182370235,-35.30251865135452,-40.062998612274214,-42.95828182678717
Delayed transition,KOR,1D,-32.18946735831375,-36.5912241867577,-39.95239431168607,-47.75803467044764,-52.52810554287323
Delayed transition,KOR,6M,-31.871454279441586,-36.22972432924835,-39.55768806252869,-47.286213267584024,-52.00915863439956
Delayed transition,KOR,1Y,-31.555905740253518,-35.87102602552346,-39.16604071025083,-46.818048389085,-51.49423346381921
Delayed transition,KOR,5Y,-29.176401182830084,-33.16613551755411,-36.21268633236046,-43.287686737339136,-47.611259410823465
Delayed transition,KOR,10Y,-26.532009047676933,-30.160135313263783,-32.93056314211533,-39.36432354940227,-43.29603084161904
Delayed transition,KOR,20Y,-22.15847328696687,-25.18853930244594,-27.50228987175881,-32.875509361599704,-36.15911411426679
Delayed transition,KAZ,1D,-34.31081068553892,-39.02187257244438,-44.082880326300454,-51.94899767387633,-57.04165423725584
Delayed transition,KAZ,6M,-33.97183997741101,-38.636359332912164,-43.6473672952189,-51.4357720118703,-56.47811611200426
Delayed transition,KAZ,1Y,-33.63549622652928,-38.25383374621781,-43.21522940566249,-50.92652374920707,-55.91894529792776
Delayed transition,KAZ,5Y,-31.099178073565298,-35.36926524460989,-39.956541914094174,-47.08635841367716,-51.70232143430034
Delayed transition,KAZ,10Y,-28.280515778920833,-32.16358520707212,-36.33509578290621,-42.818704048703395,-47.01630099904246
Delayed transition,KAZ,20Y,-23.618756208879336,-26.861740561873955,-30.345619430406636,-35.760469858908344,-39.26613502457304
Delayed transition,MEA,1D,-42.14782334850723,-48.23957784988723,-57.72145655037922,-65.50508921231209,-70.23902805441054
Delayed transition,MEA,6M,-41.73142754668739,-47.762999082529234,-57.15120237654523,-64.85793730792301,-69.54510760770262
Delayed transition,MEA,1Y,-41.3182587315736,-47.290113708188,-56.585367561960275,-64.21580070528081,-68.85656490987401
Delayed transition,MEA,5Y,-38.20261420639795,-43.724155500049385,-52.31849146258697,-59.37354418142853,-63.664366930826205
Delayed transition,MEA,10Y,-34.740134652574866,-39.76123313015179,-47.57662468882737,-53.992245360999156,-57.89417100616724
Delayed transition,MEA,20Y,-29.013571656086587,-33.206992376194464,-39.73409497023124,-45.09216487847583,-48.35089719010822
Delayed transition,AFR,1D,-46.34121843333304,-53.01199601181502,-61.73117768916356,-71.33806441341082,-76.90703986641027
Delayed transition,AFR,6M,-45.88339434483146,-52.48826854900189,-61.12130981962688,-70.63328613136106,-76.14724336954328
Delayed transition,AFR,1Y,-45.42911830422288,-51.96859987245103,-60.51616830779805,-69.93396974430868,-75.39333514816798
Delayed transition,AFR,5Y,-42.00349031133872,-48.04985574711069,-55.95288625620665,-64.6605289787337,-69.70822548720292
Delayed transition,AFR,10Y,-38.19651978292238,-43.6948751641155,-50.881617478818676,-58.800046281956476,-63.39024671803516
Delayed transition,AFR,20Y,-31.900206341106063,-36.49221294782346,-42.4942928247941,-49.10744800628763,-52.94099990813952
Delayed transition,LAM,1D,-36.48516530395494,-41.38129667198424,-49.13195032627021,-55.68421154092788,-60.51690177866253
Delayed transition,LAM,6M,-36.12471324607167,-40.97247370464859,-48.64655544165384,-55.134084154240156,-59.91903024372189
Delayed transition,LAM,1Y,-35.767054621728995,-40.56681903602046,-48.16492227325313,-54.58822014810459,-59.32579209722262
Delayed transition,LAM,5Y,-33.0700041812008,-37.50783757084111,-44.53299825242069,-50.47194094213796,-54.85227155149411
Delayed transition,LAM,10Y,-30.07271680438366,-34.108328835771225,-40.49676672422276,-45.897435579500986,-49.88075657344341
Delayed transition,LAM,20Y,-25.11553085855743,-28.485912695582062,-33.82128062954916,-38.33170335503494,-41.65841380802326
Delayed transition,ROW,1D,-40.68758215375074,-46.55171673780485,-55.38865599469827,-63.06381565979912,-67.73939518740617
Delayed transition,ROW,6M,-40.28561267943335,-46.091813049378324,-54.84144852365213,-62.44078210785626,-67.07016964898108
Delayed transition,ROW,1Y,-39.8867583905818,-45.63547352534089,-54.29848180437825,-61.82257694510647,-66.40613047868554
Delayed transition,ROW,5Y,-36.879057576906014,-42.19428511111626,-50.20405060730834,-57.16078384674238,-61.398709952856024
Delayed transition,ROW,10Y,-33.53653807982626,-38.370021967863764,-45.65382538429749,-51.98003772605674,-55.83386099528719
Delayed transition,ROW,20Y,-28.008375914685686,-32.04510842987535,-38.12824985880142,-43.411649503760685,-46.6302086339978
Fragmented World,EU27,1D,-28.324762145418926,-32.38082443889608,-38.08044383868137,-44.05615648054284,-48.64054405398166
Fragmented World,EU27,6M,-28.044930089861165,-32.06092086417685,-37.70423136349017,-43.62090746540085,-48.16000397543859
Fragmented World,EU27,1Y,-27.767266678461844,-31.743496480117887,-37.330934462017034,-43.18903154571168,-47.6831879893057
Fragmented World,EU27,5Y,-25.673448229628406,-29.349846455785283,-34.51595810176215,-39.932319529912014,-44.08758962280736
Fragmented World,EU27,10Y,-23.34654491639032,-26.689734173626746,-31.387617235812968,-36.313068785393725,-40.091727538040715
Fragmented World,EU27,20Y,-19.498100989759102,-22.290199006785603,-26.213683133136076,-30.3272233626571,-33.48300809349424
Fragmented World,USA,1D,-26.404967403876434,-30.190093393727118,-35.77454533369175,-41.09936404233182,-45.42254113146074
Fragmented World,USA,6M,-26.14410179562781,-29.89183295826522,-35.42111378478851,-40.69332640420315,-44.97379303648233
Fragmented World,USA,1Y,-25.88525784524943,-29.595883983331916,-35.07042126184286,-40.29043547902084,-44.52852265220737
Fragmented World,USA,5Y,-23.933354150269107,-27.364176822111716,-32.42590115488667,-37.25229499172027,-41.17080497303773
Fragmented World,USA,10Y,-21.764163608700482,-24.88403495951914,-29.486991813329606,-33.875947262087266,-37.43930456671981
Fragmented World,USA,20Y,-18.17655938040589,-20.78215120956824,-24.626356761546617,-28.291836895155242,-31.267810463712884
Fragmented World,CHN,1D,-38.8252309891579,-44.24923713074325,-52.07523218080101,-60.42174853624879,-66.56997975076777
Fragmented World,CHN,6M,-38.44166045326347,-43.81208059189616,-51.560759395822735,-59.82481705959641,-65.91230735173906
Fragmented World,CHN,1Y,-38.06106251463048,-43.378311931440635,-51.05027367514841,-59.23251168611598,-65.25973178625027
Fragmented World,CHN,5Y,-35.19103012007897,-40.10732703929953,-47.200776852980724,-54.76602504285801,-60.33875659764947
Fragmented World,CHN,10Y,-32.001504355940575,-36.47221455506506,-42.92275221584369,-49.80232698464237,-54.869976113316014
Fragmented World,CHN,20Y,-26.72637711451219,-30.460135547318995,-35.84736672857219,-41.5929125508349,-45.82521051378422
Fragmented World,GBR,1D,-23.288407337793767,-26.624863086406343,-31.419610676973402,-36.23435115495371,-40.02342377109603
Fragmented World,GBR,6M,-23.058331517119836,-26.361825037643133,-31.1092033310821,-35.87637699391977,-39.62801579249324
Fragmented World,GBR,1Y,-22.83003873943398,-26.100825482742824,-30.801201581919383,-35.5211770632064,-39.235672149037065
Fragmented World,GBR,5Y,-21.108516889489447,-24.132666694973512,-28.478606244565388,-32.8426672653043,-36.27706714302987
Fragmented World,GBR,10Y,-19.195354409390212,-21.945411535964546,-25.897458490894856,-29.865984484258224,-32.9891088222516
Fragmented World,GBR,20Y,-16.03119263038154,-18.327930403511676,-21.62852202935878,-24.942876289322946,-27.551184883329007
Fragmented World,JPN,1D,-31.3947980555472,-35.89082683716786,-42.23154242662635,-48.83378743021471,-53.919323314434756
Fragmented World,JPN,6M,-31.08463584381878,-35.53624649513534,-41.81431952936262,-48.351338220328664,-53.386631989441504
Fragmented World,JPN,1Y,-30.77687732907673,-35.18441408198436,-41.400330028634244,-47.872627898250435,-52.858068918903946
Fragmented World,JPN,5Y,-28.456116186277992,-32.53129823268843,-38.27849683541664,-44.2627446264034,-48.87225349264315
Fragmented World,JPN,10Y,-25.877006810571956,-29.582836266670913,-34.80913968808521,-40.251007433838524,-44.44273519964644
Fragmented World,JPN,20Y,-21.61144160354955,-24.706402217405277,-29.07120190313175,-33.61603229493501,-37.116795752311596
Fragmented World,IND,1D,-46.82784134771704,-53.541823395331846,-63.53131147357245,-72.89684116480902,-80.57942988120436
Fragmented World,IND,6M,-46.36520970991586,-53.01286154837599,-62.90365933687816,-72.17666308168556,-79.78335232250978
Fragmented World,IND,1Y,-45.90616337758235,-52.48799905314433,-62.280871382513,-71.46206623903109,-78.99344421049953
Fragmented World,IND,5Y,-42.444563324967156,-48.5300891143504,-57.58452013483046,-66.07339783260481,-73.03686473366062
Fragmented World,IND,10Y,-38.59761631004179,-44.131582760942024,-52.365368835227194,-60.0848602992572,-66.41719599975261
Fragmented World,IND,20Y,-32.23518612592748,-36.856933674441166,-43.73346264176496,-50.18047331055013,-55.468986939932435
Fragmented World,CAN,1D,-25.41467618078559,-29.05558245002566,-34.276283143563674,-39.541331056247,-43.67419465765743
Fragmented World,CAN,6M,-25.163594069645807,-28.76853031801919,-33.93765354732205,-39.15068587122648,-43.242719201548134
Fragmented World,CAN,1Y,-24.914457796171142,-28.483702784363338,-33.601648264775655,-38.763068110626044,-42.81458759654101
Fragmented World,CAN,5Y,-23.035758247512685,-26.335860756136306,-31.067882451139706,-35.840100283678524,-39.58611090033208
Fragmented World,CAN,10Y,-20.947920972610536,-23.94891993298232,-28.252056623449757,-32.59174628966251,-35.99823864459473
Fragmented World,CAN,20Y,-17.494866161660884,-20.001180522481437,-23.594988259941044,-27.219323581465478,-30.064289815020704
Fragmented World,NOR,1D,-27.754914002300165,-31.72850257156284,-37.25395579156998,-43.163400935068225,-47.64469363701572
Fragmented World,NOR,6M,-27.480711712543297,-31.415043554721414,-36.88590853407522,-42.7369718216828,-47.17399197716005
Fragmented World,NOR,1Y,-27.20863443735178,-31.10401378446659,-36.52071357144497,-42.313847451222166,-46.706938163877844
Fragmented World,NOR,5Y,-25.156940210037657,-28.758584590846972,-33.76683272584606,-39.123129565287265,-43.18495488952456
Fragmented World,NOR,10Y,-22.87685040666977,-26.15206110518397,-30.706388556268113,-35.57721944852117,-39.27090276393183
Fragmented World,NOR,20Y,-19.105830912209544,-21.841155954568876,-25.644748173446995,-29.712671413536963,-32.79748805625587
Fragmented World,IDN,1D,-43.833998604288944,-50.05705676861842,-59.21049535140471,-68.22878665397523,-75.32441819187704
Fragmented World,IDN,6M,-43.400944378810195,-49.56252237433758,-58.62553034658979,-67.55472621457693,-74.58025706995447
Fragmented World,IDN,1Y,-42.971246239590045,-49.07182052569974,-58.04509870711091,-66.88588961285305,-73.84186305240017
Fragmented World,IDN,5Y,-39.73095654209498,-45.37151093727881,-53.6681501242827,-61.842292370829284,-68.27374369280636
Fragmented World,IDN,10Y,-36.12995625615647,-41.25928112762148,-48.80395754591942,-56.23723948783352,-62.085778640935395
Fragmented World,IDN,20Y,-30.174295098524457,-34.45810217624305,-40.75911430741076,-46.96709422511769,-51.851560318842864
Fragmented World,RUS,1D,-29.268320614591335,-33.46469126749099,-39.70831752560887,-45.561957536327604,-50.36372638216964
Fragmented World,RUS,6M,-28.979166754154445,-33.13407972350306,-39.3160226121023,-45.11183208894806,-49.86616227177337
Fragmented World,RUS,1Y,-28.692253780055882,-32.806030354860454,-38.92676790809161,-44.66519502648596,-49.37245418673242
Fragmented World,RUS,5Y,-26.52868575591575,-30.332258903553836,-35.99145613458383,-41.29717143056822,-45.64947501714242
Fragmented World,RUS,10Y,-24.124268311512882,-27.583106039108383,-32.729384060012386,-37.55421784795392,-41.512052037770964
Fragmented World,RUS,20Y,-20.14762447833116,-23.036307474524722,-27.33427314491901,-31.363781442313417,-34.66920633538173
Fragmented World,CHL,1D,-32.820644636384316,-36.862223498138455,-44.54663782952456,-51.73708124713639,-56.47641994632301
Fragmented World,CHL,6M,-32.496395895788424,-36.49804632620122,-44.10654314600967,-51.22594919527248,-55.91846600471582
Fragmented World,CHL,1Y,-32.174660020045614,-36.13669145671601,-43.669859110937686,-50.718778317678826,-55.36483609794348
Fragmented World,CHL,5Y,-29.748497678788954,-33.411768181838426,-40.37688981283379,-46.894278233692454,-51.18999539140639
Fragmented World,CHL,10Y,-27.052253793141205,-30.383505153510963,-36.71734560812093,-42.64403298350593,-46.55040943413547
Fragmented World,CHL,20Y,-22.592960900563714,-25.375088863368262,-30.664859203231522,-35.61459156807748,-38.877041014501515
Fragmented World,AUS,1D,-27.769090756590817,-31.74552992936027,-37.32979958146998,-43.191487393600575,-47.68529351099593
Fragmented World,AUS,6M,-27.4947484088072,-31.431902692199515,-36.961003031765095,-42.76478080245968,-47.21419074817132
Fragmented World,AUS,1Y,-27.222532161011475,-31.120706005300203,-36.59506458379404,-42.34138110464236,-46.74673894039039
Fragmented World,AUS,5Y,-25.169789961978264,-28.774018118113872,-33.835577225924816,-39.14858701609945,-43.22175444877272
Fragmented World,AUS,10Y,-22.888535526181673,-26.16609582051836,-30.76890242446721,-35.600369572864714,-39.30436700898401
Fragmented World,AUS,20Y,-19.11558985689007,-21.852877187750593,-25.696957257051086,-29.732005471916587,-32.825436055923916
Fragmented World,SGP,1D,-32.28791855166262,-36.721807714337146,-42.98418566733144,-50.23866220306939,-55.23234514008367
Fragmented World,SGP,6M,-31.968932832679116,-36.35901776807941,-42.559527095795616,-49.74233365349212,-54.68668192870433
Fragmented World,SGP,1Y,-31.652419191151925,-35.99903937354374,-42.138159545828614,-49.249851553913444,-54.145247501384326
Fragmented World,SGP,5Y,-29.265636940666667,-33.28449589134088,-38.96068958169349,-45.536117358178615,-50.06237108982205
Fragmented World,SGP,10Y,-26.61315695620274,-30.26776813913969,-35.42950215167543,-41.40896850754376,-45.52498693653071
Fragmented World,SGP,20Y,-22.22624477611913,-25.278429935781933,-29.589303832503145,-34.583115091904425,-38.02064913779893
Fragmented World,TUR,1D,-37.430765518166,-42.79743373273014,-50.782302886246406,-58.26842515319105,-64.40932698722196
Fragmented World,TUR,6M,-37.0609714841588,-42.37462016089707,-50.28060348521848,-57.69276725001012,-63.77300057164988
Fragmented World,TUR,1Y,-36.69404328219531,-41.95508331224296,-49.78279215724624,-57.12157058393263,-63.14160556238592
Fragmented World,TUR,5Y,-33.927092336816585,-38.79141839416668,-46.028871043572664,-52.814261560687974,-58.380349795067765
Fragmented World,TUR,10Y,-30.852123097742318,-35.275572794492916,-41.8570616482031,-48.02746085076376,-53.08906877386978
Fragmented World,TUR,20Y,-25.766459836459084,-29.46074818701548,-34.957344569571596,-40.1106153096113,-44.337867899179706
Fragmented World,KOR,1D,-32.17547617037596,-36.537976890131524,-42.599497256037964,-50.056864183105375,-54.94627129170391
Fragmented World,KOR,6M,-31.8576013162437,-36.17700308471721,-42.17863918063089,-49.56233169145656,-54.40343432234639
Fragmented World,KOR,1Y,-31.542189930580605,-35.81882675628564,-41.761042673684734,-49.07163173070575,-53.86480423422067
Fragmented World,KOR,5Y,-29.163719627470588,-33.11787238629527,-38.61200958356407,-45.3713363785597,-49.8030749270327
Fragmented World,KOR,10Y,-26.52047688031234,-30.116246492733637,-35.11242463388485,-41.25912238996615,-45.28919198382065
Fragmented World,KOR,20Y,-22.148842081805213,-25.15188511408176,-29.324493365446735,-34.457969604899176,-37.823722619666114
Fragmented World,KAZ,1D,-34.29589745335475,-38.965116183973564,-45.19225930483173,-53.28591930551929,-58.548772795905265
Fragmented World,KAZ,6M,-33.9570740792237,-38.58016366430795,-44.74578625938674,-52.75948564104596,-57.9703452222597
Fragmented World,KAZ,1Y,-33.62087652052893,-38.198194452009986,-44.30277329345256,-52.23713173537293,-57.396400350126534
Fragmented World,KAZ,5Y,-31.085660781082808,-35.31782148689623,-40.9620784699225,-48.298138696979805,-53.06836751414911
Fragmented World,KAZ,10Y,-28.268223621152703,-32.11680403496824,-37.249495911620755,-43.92065508231144,-48.25853600681374
Fragmented World,KAZ,20Y,-23.608490290114766,-26.822670797102887,-31.109289862951368,-36.680775309500945,-40.30360004225685
Fragmented World,MEA,1D,-42.12950375001641,-48.16985760173887,-57.15707894999561,-65.58294499233615,-72.49472313162447
Fragmented World,MEA,6M,-41.71328893509688,-47.69396762958603,-56.592400496205265,-64.93502391845328,-71.77851773908266
Fragmented World,MEA,1Y,-41.300299704270024,-47.22176571242072,-56.03209819091503,-64.2921241072317,-71.06786279942833
Fragmented World,MEA,5Y,-38.18600939746692,-43.66096135309752,-51.80694192049297,-59.44411234110321,-65.70891969668396
Fragmented World,MEA,10Y,-34.725034814248936,-39.70376656091385,-47.1114392468627,-54.056417602093376,-59.75341650194532
Fragmented World,MEA,20Y,-29.000960874762736,-33.15899859490695,-39.345590685812475,-45.145758968825184,-49.903664701158014
Fragmented World,AFR,1D,-46.32107617098526,-52.93533911729514,-62.004918151751205,-71.910556533797,-79.37563705785197
Fragmented World,AFR,6M,-45.86345107623505,-52.4123689796894,-61.39234588681866,-71.20012236499997,-78.59145226699407
Fragmented World,AFR,1Y,-45.40937248721489,-51.89345175922245,-60.78452093813377,-70.49519392322567,-77.81334475617629
Fragmented World,AFR,5Y,-41.98523344736371,-47.980374252339566,-56.20100348870158,-65.17943348847491,-71.9457518561414
Fragmented World,AFR,10Y,-38.17991762293933,-43.63169109846046,-51.10724669937224,-59.27192007684508,-65.4249757270408
Fragmented World,AFR,20Y,-31.88634088079247,-36.43944414209663,-42.682729329825115,-49.50153813568831,-54.6403242341357
