region,2025,2030,2035,2040,2045
CHN,-0.4763219823332989,-0.7515683513373586,-0.843251108910721,-0.933149007115868,-0.987335813289824
USA,0.09316133775995476,-0.3939309177644228,-0.3763879881612149,-0.443874802405408,-0.5020379853637886
GBR,0.2439941686679172,-0.006134729288874902,0.04065106705387615,0.032737584768216144,0.01914446464854179
CHE,0.15591396845600622,-0.018558752578300503,0.011325706715817327,0.003859052704463642,-0.0068073197585075546
IND,-0.8496724930124298,-1.5695160216049582,-1.7337434082797947,-1.9680845650461931,-2.1359586223443157
TUR,-0.42338891297173675,-1.075276354184872,-1.1573504363576226,-1.3223885752805506,-1.4457018818152747
