region,2025,2030,2035,2040,2045
EU27,0.0,5.161926555915112,1.8401852867109239,1.4386141976146678,1.13237336081533
CHN,0.0,2.9586769465124325,1.342922368402706,1.1445252646423603,1.0824083109122435
USA,0.0,0.7282718086639925,0.25962304045068846,0.2029672743921469,0.1597612028437132
GBR,0.0,2.608973732136941,0.9300781449112577,0.727113532437801,0.5723313420555001
CHE,0.0,3.4012694360680973,1.2125251889180506,0.947924083699587,0.7461374858085508
RUS,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.0,0.0,0.0,0.0
TUR,0.0,0.0,0.0,0.0,0.0
RASIA,0.0,1.3241188047560992,0.6010080835035663,0.5122179449898356,0.484418280472503
LAM,0.0,2.691580718313588,0.3681343516532985,0.6022155694086043,0.6084436435213466
MEA,0.0,0.0,0.0,0.0,0.0
AFR,0.0,3.6652636764716098,0.8358507174986136,0.5419524547727484,0.6606715877811037
ROW,0.0,1.5767673902863093,0.5625349958480965,0.4535719107436196,0.433609044391546
