shock,region,spot_pct,fwd5y_pct,rate_bp
USA 25% on CHN manufactures,SGP,0.003712678986949396,-0.002707712384697556,-0.18616394577848747
USA 25% on CHN manufactures,TUR,-0.0002685092250062548,0.0003766305431990129,-0.030251539017250556
USA 25% on CHN manufactures,KOR,0.0006502060369383537,-0.0019574362194157762,-0.10202945126198396
USA 25% on CHN manufactures,KAZ,-0.0009446695040353454,0.0007802589548920429,-0.0064242498535964625
Global 10% on all imports,USA,-0.22098471013639723,0.2766250833200884,-6.175283686677767
Global 10% on all imports,CHN,-0.5830802721060849,-0.6817186196480128,-19.33246619000485
Global 10% on all imports,GBR,0.7854655902251262,0.7822720705634648,-17.226321226070027
Global 10% on all imports,JPN,0.07801084358122017,-0.014143247239790881,-19.18938054627828
Global 10% on all imports,IND,-0.02014755580685827,-0.18986830897453785,-20.90101478460085
Global 10% on all imports,CAN,0.7418414229889451,0.8939810885174803,-13.798642503335097
Global 10% on all imports,NOR,1.1209538960107919,1.3282548148153515,-12.581419963656213
Global 10% on all imports,IDN,0.12264260289743618,0.3517843658943864,-12.099466304924759
Global 10% on all imports,CHL,1.316795518540674,1.1859886235360888,-20.042317375661202
Global 10% on all imports,AUS,0.23395058241236097,0.5041844873459682,-11.192701530769
Global 10% on all imports,SGP,3.0393128312793865,1.5010568654007281,-51.0999643791721
Global 10% on all imports,TUR,0.9850925401850879,0.7304710117524005,-22.774488122337658
Global 10% on all imports,KOR,0.4522198561950909,-0.6142901227902222,-40.690123881599106
Global 10% on all imports,KAZ,0.8880439577650356,1.2988803776582067,-8.090078943716474
