scenario,region,2025,2030,2035,2040,2045
Below 2?C,EU27,0.018278452705187454,3.1256392375998114,3.6234363876646887,4.475263051013183,5.993308385080538
Below 2?C,USA,0.02876187124517679,3.93027223561397,4.631343512964038,5.738015711202027,7.676364946619585
Below 2?C,CHN,0.015498122037502206,8.824040117878651,9.5124564455043,11.97936946571956,15.229213237212319
Below 2?C,GBR,0.014907451134740828,1.7465556392796608,2.0593875303805795,2.5675823553494297,3.4190464410124353
Below 2?C,JPN,0.04775034097625478,9.667298606022081,11.179636925662827,13.793381552219437,18.450974146557577
Below 2?C,IND,0.019305066552087538,8.29577643404866,8.984559266937975,11.320954394980259,14.428146280068463
Below 2?C,CAN,0.019140676581978783,3.0687022807397826,3.585237394345985,4.4322052716436104,5.924712127647028
Below 2?C,NOR,0.034152877040751504,2.277008710045813,2.777939639184429,3.5252390584999995,4.665019731252573
Below 2?C,IDN,0.025169720726697646,7.393705650274477,8.052790771022288,10.198178687915762,12.957540266185328
Below 2?C,RUS,0.015045894164975487,8.915240433719696,9.524132517973198,11.539397998414193,16.0249125588449
Below 2?C,CHL,0.007909338709094734,1.713357776887103,2.023860394173514,2.219547553138874,3.014137532291097
Below 2?C,AUS,0.02961488992415368,5.43564593421308,6.316829760170145,7.817604620472862,10.448078219654159
Below 2?C,SGP,0.035747774561151156,9.413359161776121,10.505652867335604,13.077161111624974,17.04669966627457
Below 2?C,TUR,0.007110233241880207,2.3579017784547274,2.6391212314623274,3.167290542071851,4.34871694965703
Below 2?C,KOR,0.04477536233713045,15.352632403046124,16.805384775542677,21.050843643781718,27.061598919100106
Below 2?C,KAZ,0.014028145882030182,6.406565274423947,6.869590900977474,8.339452538426814,11.56193216464791
Below 2?C,MEA,0.014030693433637982,2.305182315660682,2.632152702339874,3.1961062160022133,4.358831552216853
Below 2?C,AFR,0.011462919556458968,2.408844636774096,2.73315791675029,3.291400361849739,4.520864115085682
Below 2?C,LAM,0.00995568637420706,2.5896640061372365,3.058675530106384,3.3041610814831883,4.510837496192674
Below 2?C,ROW,0.0243884339165297,8.782849440863144,9.799477484957325,11.993755513152472,15.848841264658212
Current Policies,EU27,0.018283981946317206,0.1342996656383218,0.29298795711678444,0.5095467585437548,0.7536616775180459
Current Policies,USA,0.028770571725683675,0.16947348336976345,0.41120564163142836,0.7439382892250104,1.1197560608794321
Current Policies,CHN,0.015502810227207639,0.5576960869195555,0.7279551993341987,0.9462440989791157,1.1934690347349362
Current Policies,GBR,0.014911960646201315,0.09088733591552593,0.21274515870469307,0.3817443345031696,0.5731517802430185
Current Policies,JPN,0.04776478547839858,0.3310479078338584,0.7638242437651573,1.347858618316516,2.004088217142118
Current Policies,IND,0.019310906344421935,0.5277101017238215,0.7222955520263921,0.9770558941920992,1.2659090790626788
Current Policies,CAN,0.0191464666462646,0.12475809183246044,0.28979712897285853,0.5154091166034825,0.7698056501948097
Current Policies,NOR,0.03416320830322097,0.18846288177850093,0.44986759959799605,0.8191668577782341,1.2395948750964745
Current Policies,IDN,0.025177334579867334,0.504931192122241,0.7340175819512302,1.0418111264174503,1.39194936990676
Current Policies,RUS,0.015050445555522197,0.7712601815389672,0.9215785063868968,1.1193946011043252,1.339746987122876
Current Policies,CHL,0.007911731288029331,0.36785304648904044,0.4176716848544539,0.49245595252897245,0.579154189636414
Current Policies,AUS,0.029623848443239658,0.17550365380077196,0.43980439908476826,0.7978805019496932,1.200601635264479
