region,2025,2030,2035,2040,2045
USA,0.00036686879913603275,-0.007932061018120214,0.0024925874615415143,0.007223597340458196,0.012027211411079928
CHN,-0.0020066178491418567,-0.26521276015177664,-0.437003540531471,-0.5200880404218742,-0.6399090731115586
GBR,0.000962436973242189,0.02031793366410311,0.04135495529037672,0.05682506531698222,0.07372775438742521
JPN,-0.0005866775042566831,-0.021621797476819138,-0.03467723014975327,-0.04624926904347516,-0.05844720910132265
IND,-0.003535900114932034,-0.2740061372706407,-0.45052423723596163,-0.5448774100318106,-0.6801548003289886
CAN,0.0005561114009354259,0.0010981896304784714,0.011522087064582536,0.018532800489244414,0.02636340611416543
NOR,0.0001088967999713907,0.05312638233441499,0.07776890964960906,0.09098203684846233,0.10675304223086815
IDN,-0.0029637829670326136,-0.14703138444615002,-0.24883283868059752,-0.3106971823470838,-0.3959565259182612
CHL,-0.0008591538328685852,-0.17267082604210837,-0.19865437110549625,-0.18558801144491632,-0.1884758418666083
AUS,0.00010618765158707984,0.0024689284649057224,0.004340742962858108,0.00406347596286907,0.005116734045288089
SGP,-0.0007573509813755869,-0.06423415284949402,-0.09804838805003656,-0.12033563964604946,-0.14567145475890123
TUR,-0.001740138385629825,-0.3188489389332639,-0.46162775259144084,-0.5207428420829023,-0.6037196570877107
KOR,-0.0007358634751844355,-0.08968000624482335,-0.14619684546760156,-0.17607775407022358,-0.21371767921422985
KAZ,-0.001141071590883245,-0.16913486002138367,-0.33593406167170886,-0.3988925389936231,-0.4867135638678772
