scenario,region,index,2025,2030,2035,2040,2045
Below 2?C,RASIA,Industrials,1.5347846328318613,5.143497093668552,5.115827941186473,5.439624463553282,5.6589197520450805
Below 2?C,RASIA,Oil & Gas,1.2937425205979767,4.319874834092803,4.299287114718731,4.571458348026644,4.75776260136764
Below 2?C,RASIA,Technology,0.10540722861196249,0.27101830892314965,0.27582360747251283,0.2957983485928791,0.3071837310409643
Below 2?C,RASIA,Telecommunications,0.19670883144699766,0.5057688694697731,0.514736420128741,0.5520128767435734,0.5732600464721762
Below 2?C,RASIA,UK Real Estate,-0.7587825127363734,-2.2485894734802407,-2.2493108037546037,-2.404648645289772,-2.4869369300942865
Below 2?C,RASIA,Utilities,1.1819772757977722,6.81631997809794,6.531837972885891,6.8825193362723995,7.138691609349931
Below 2?C,RASIA,FTSE,-1.5266991239945051,-5.1407943602494885,-5.111692612969578,-5.434718005855816,-5.654656586722179
Below 2?C,LAM,Basic Materials,1.5702799467329653,6.03221889498995,6.088565990972995,5.662027547151878,5.94679373910933
Below 2?C,LAM,Consumer Goods,1.3850647085869316,5.276187653711264,5.328362992974077,4.958987142582761,5.208359742235954
Below 2?C,LAM,Consumer Services,0.3179944156812699,1.200993648423785,1.2135324163718346,1.1302719712078981,1.1870929912557018
Below 2?C,LAM,Financials,-0.2697958617284066,-0.6031904922862515,-0.6365330154589823,-0.6289070836904028,-0.6605227939139443
Below 2?C,LAM,Government,0.24538769597364946,0.9481027045870479,0.9571509253359559,0.8816273273320747,0.925045324360621
Below 2?C,LAM,Health Care,2.6001924239995433,9.946327059353347,10.041879117686122,9.34238103461655,9.81224300423849
Below 2?C,LAM,Industrials,1.1887909087427833,4.5352144071129645,4.579277485241983,4.262492832261425,4.476585376475266
Below 2?C,LAM,Oil & Gas,1.060277444154845,4.071910188959621,4.110024157859106,3.8222349091677064,4.014479150018353
Below 2?C,LAM,Technology,0.06657350818602743,0.16742816560047466,0.1744753082366405,0.17044339023287353,0.17889956415744326
Below 2?C,LAM,Telecommunications,0.12423813027861345,0.3124510457231212,0.3256022803325015,0.3180779967567439,0.3338587369689565
Below 2?C,LAM,UK Real Estate,-0.32021626218141713,-0.8944900620307548,-0.9240331599593119,-0.8843308467928125,-0.9279335314272225
Below 2?C,LAM,Utilities,0.5385818371430744,2.8454489949526063,2.826588284366784,2.525830033928209,2.6512467588547275
Below 2?C,LAM,FTSE,-1.156502412061578,-4.376329206201542,-4.4216333404204935,-4.116125435753866,-4.323048821967829
Below 2?C,MEA,Basic Materials,0.9633701836746288,3.3129418363518184,3.5402648338877136,3.865513445546288,4.411499490521903
Below 2?C,MEA,Consumer Goods,0.9930400053350849,3.460319087209644,3.7021158898123887,4.045347270221426,4.628337781146673
Below 2?C,MEA,Consumer Services,0.22392133023477584,0.779679853889688,0.8344453894220026,0.9120185086833078,1.0437736972339624
Below 2?C,MEA,Financials,-0.20947540635695033,-0.49430398333418485,-0.5385989663262875,-0.5906649093118761,-0.6611211978282762
Below 2?C,MEA,Government,0.17643777949385847,0.7038127485958543,0.754757594270954,0.8280488342510212,0.9605586133162185
Below 2?C,MEA,Health Care,1.5955851983632525,5.475092962859291,5.852587699180809,6.3912981860751925,7.295092440393726
Below 2?C,MEA,Industrials,0.7995322718458018,2.704763359804925,2.888538785344959,3.153222357806302,3.5906591666057723
Below 2?C,MEA,Oil & Gas,0.6471968513453669,2.2364421742409903,2.389816920905987,2.609568640055337,2.9793669553608493
Below 2?C,MEA,Technology,0.05593716090764801,0.15598995859724663,0.16838574438961507,0.18463802103345942,0.2086941490670056
